Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income
E01004274,Tower Hamlets 031A,3111.00 ,3093.00 
E01004275,Tower Hamlets 031B,3702.00 ,4110.00 
E01004276,Tower Hamlets 031C,4822.00 ,4788.00 
E01004281,Tower Hamlets 031D,4666.00 ,4614.00 
E01032775,Tower Hamlets 031F,3678.00 ,4705.00 
E01032783,Tower Hamlets 031G,3760.00 ,4197.00 
E01004280,Tower Hamlets 032A,3658.00 ,3557.00 
E01032770,Tower Hamlets 032B,3582.00 ,4322.00 
E01032772,Tower Hamlets 032C,2167.00 ,2627.00 
E01032773,Tower Hamlets 032D,4213.00 ,4277.00 
E01032774,Tower Hamlets 032E,2344.00 ,2800.00 
E01004277,Tower Hamlets 033A,4780.00 ,4814.00 
E01032771,Tower Hamlets 033B,2981.00 ,4335.00 
E01032781,Tower Hamlets 033C,4576.00 ,4616.00 
E01032782,Tower Hamlets 033D,3650.00 ,3294.00 
E01004560,Wandsworth 001A,4735.00 ,3926.00 
E01004566,Wandsworth 001B,4490.00 ,4539.00 
E01004582,Wandsworth 001C,4707.00 ,4452.00 
E01004583,Wandsworth 001D,4258.00 ,4051.00 
E01004562,Wandsworth 002B,2734.00 ,1953.00 
E01004563,Wandsworth 002C,3311.00 ,1593.00 
E01004564,Wandsworth 002D,4444.00 ,3532.00 
E01004567,Wandsworth 002E,3505.00 ,1469.00 
E01033098,Wandsworth 002F,3331.00 ,3827.00 
E01033100,Wandsworth 002G,2353.00 ,2096.00 
E01033132,Wandsworth 002H,2652.00 ,2765.00 
E01004539,Wandsworth 003A,1943.00 ,968.00 
E01004540,Wandsworth 003B,4203.00 ,2930.00 
E01004577,Wandsworth 003C,4528.00 ,3807.00 
E01004584,Wandsworth 003D,1389.00 ,967.00 
E01004579,Wandsworth 004B,3725.00 ,4207.00 
E01004580,Wandsworth 004C,4552.00 ,3098.00 
E01004581,Wandsworth 004D,4356.00 ,3497.00 
E01033099,Wandsworth 004E,2260.00 ,3313.00 
E01033101,Wandsworth 004F,4140.00 ,4664.00 
E01033133,Wandsworth 004G,3718.00 ,4136.00 
E01004565,Wandsworth 005A,4528.00 ,3628.00 
E01004590,Wandsworth 005B,3117.00 ,3034.00 
E01004591,Wandsworth 005C,4406.00 ,3393.00 
E01004592,Wandsworth 005D,3427.00 ,3259.00 
E01004604,Wandsworth 006A,4473.00 ,4807.00 
E01004605,Wandsworth 006B,4329.00 ,4350.00 
E01004606,Wandsworth 006C,4739.00 ,4700.00 
E01004607,Wandsworth 006D,4598.00 ,4724.00 
E01004608,Wandsworth 006E,4630.00 ,4310.00 
E01004535,Wandsworth 007A,1276.00 ,340.00 
E01004537,Wandsworth 007B,2652.00 ,1160.00 
E01004538,Wandsworth 007C,3635.00 ,2418.00 
E01004541,Wandsworth 007D,2182.00 ,1576.00 
E01004534,Wandsworth 008A,4734.00 ,4442.00 
E01004536,Wandsworth 008B,4473.00 ,2541.00 
E01004552,Wandsworth 008C,4835.00 ,4545.00 
E01004585,Wandsworth 008D,4770.00 ,4373.00 
E01004588,Wandsworth 008E,4811.00 ,4617.00 
E01004554,Wandsworth 009A,4595.00 ,4743.00 
E01004556,Wandsworth 009B,4331.00 ,4792.00 
E01004586,Wandsworth 009C,4806.00 ,4574.00 
E01004587,Wandsworth 009D,4729.00 ,4655.00 
E01004589,Wandsworth 009E,4726.00 ,4684.00 
E01004509,Wandsworth 010A,4831.00 ,4092.00 
E01004511,Wandsworth 010B,4744.00 ,4651.00 
E01004602,Wandsworth 010C,4617.00 ,4619.00 
E01004609,Wandsworth 010E,4834.00 ,4613.00 
E01033093,Wandsworth 010F,4666.00 ,4751.00 
E01033135,Wandsworth 010G,3718.00 ,4715.00 
E01004506,Wandsworth 011A,4799.00 ,4558.00 
E01004638,Wandsworth 011B,3983.00 ,4804.00 
E01004639,Wandsworth 011C,4308.00 ,4115.00 
E01004640,Wandsworth 011D,4719.00 ,4633.00 
E01004641,Wandsworth 011E,3964.00 ,3525.00 
E01004508,Wandsworth 012A,4808.00 ,4236.00 
E01004510,Wandsworth 012B,4783.00 ,4282.00 
E01004514,Wandsworth 012C,4650.00 ,4587.00 
E01004515,Wandsworth 012D,4531.00 ,3688.00 
E01004551,Wandsworth 012E,4609.00 ,3315.00 
E01004568,Wandsworth 013A,786.00 ,228.00 
E01004574,Wandsworth 013B,618.00 ,144.00 
E01004575,Wandsworth 013C,1708.00 ,1725.00 
E01004576,Wandsworth 013D,1642.00 ,2136.00 
E01004500,Wandsworth 014A,4601.00 ,4006.00 
E01004501,Wandsworth 014B,4005.00 ,3542.00 
E01004503,Wandsworth 014C,4373.00 ,4121.00 
E01004505,Wandsworth 014D,4618.00 ,4386.00 
E01004507,Wandsworth 014E,4777.00 ,4235.00 
E01004553,Wandsworth 015A,4693.00 ,4489.00 
E01004557,Wandsworth 015B,4306.00 ,4629.00 
E01004558,Wandsworth 015C,4435.00 ,4647.00 
E01004559,Wandsworth 015D,3768.00 ,4752.00 
E01004619,Wandsworth 015E,3773.00 ,4716.00 
E01004572,Wandsworth 016A,3130.00 ,2979.00 
E01004642,Wandsworth 016B,3130.00 ,2959.00 
E01004643,Wandsworth 016C,4005.00 ,2709.00 
E01004644,Wandsworth 016D,3760.00 ,3410.00 
E01004645,Wandsworth 016E,3154.00 ,1664.00 
E01004477,Wandsworth 017A,4462.00 ,4810.00 
E01004478,Wandsworth 017B,4101.00 ,4802.00 
E01004479,Wandsworth 017C,4308.00 ,4728.00 
E01004550,Wandsworth 017D,3725.00 ,4125.00 
E01004555,Wandsworth 017E,4411.00 ,4793.00 
E01004494,Wandsworth 018A,4010.00 ,3423.00 
E01004513,Wandsworth 018B,4015.00 ,2961.00 
E01004600,Wandsworth 018C,3627.00 ,2009.00 
E01004601,Wandsworth 018D,4612.00 ,3282.00 
E01004493,Wandsworth 019A,4343.00 ,3658.00 
E01004512,Wandsworth 019B,3838.00 ,4584.00 
E01004620,Wandsworth 019C,4036.00 ,4259.00 
E01004621,Wandsworth 019D,4170.00 ,4404.00 
E01004623,Wandsworth 019E,4288.00 ,4468.00 
E01004627,Wandsworth 019F,3991.00 ,4622.00 
E01004499,Wandsworth 020A,4562.00 ,4352.00 
E01004502,Wandsworth 020B,4352.00 ,4621.00 
E01004504,Wandsworth 020C,3874.00 ,4547.00 
E01004594,Wandsworth 020D,4075.00 ,4599.00 
E01004596,Wandsworth 020E,4175.00 ,4646.00 
E01004629,Wandsworth 020F,3683.00 ,4475.00 
E01004472,Wandsworth 021A,4666.00 ,4568.00 
E01004474,Wandsworth 021B,4792.00 ,3813.00 
E01004476,Wandsworth 021C,4676.00 ,4018.00 
E01004542,Wandsworth 021D,4432.00 ,4696.00 
E01004544,Wandsworth 021E,4208.00 ,4676.00 
E01004628,Wandsworth 022A,4649.00 ,3346.00 
E01004630,Wandsworth 022B,1786.00 ,1607.00 
E01004631,Wandsworth 022C,2652.00 ,2634.00 
E01004633,Wandsworth 022D,1587.00 ,1937.00 
E01004569,Wandsworth 023A,3371.00 ,2477.00 
E01004570,Wandsworth 023B,1040.00 ,264.00 
E01004571,Wandsworth 023C,1463.00 ,797.00 
E01004573,Wandsworth 023D,2009.00 ,2479.00 
E01004495,Wandsworth 024A,2467.00 ,2254.00 
E01004496,Wandsworth 024B,4798.00 ,4049.00 
E01004497,Wandsworth 024C,2864.00 ,3571.00 
E01004622,Wandsworth 024D,3529.00 ,3398.00 
E01004624,Wandsworth 024E,3748.00 ,4021.00 
E01004593,Wandsworth 025A,4550.00 ,3909.00 
E01004595,Wandsworth 025B,4508.00 ,4206.00 
E01004597,Wandsworth 025C,4382.00 ,4380.00 
E01004598,Wandsworth 025D,4747.00 ,4434.00 
E01004599,Wandsworth 025E,4087.00 ,4720.00 
E01004473,Wandsworth 026A,4647.00 ,4371.00 
E01004475,Wandsworth 026B,4203.00 ,4065.00 
E01004480,Wandsworth 026C,4761.00 ,4623.00 
E01004483,Wandsworth 026D,4804.00 ,3890.00 
E01004484,Wandsworth 026E,4414.00 ,3933.00 
E01004486,Wandsworth 026F,4426.00 ,3896.00 
E01004543,Wandsworth 027A,4683.00 ,4692.00 
E01004545,Wandsworth 027B,4768.00 ,4134.00 
E01004546,Wandsworth 027C,4498.00 ,4602.00 
E01004549,Wandsworth 027D,4015.00 ,4096.00 
E01004625,Wandsworth 027E,3491.00 ,4812.00 
E01004626,Wandsworth 027F,4583.00 ,4611.00 
E01004632,Wandsworth 028A,3441.00 ,3994.00 
E01004634,Wandsworth 028B,3658.00 ,3543.00 
E01004635,Wandsworth 028C,3787.00 ,3425.00 
E01004636,Wandsworth 028D,3077.00 ,3586.00 
E01004637,Wandsworth 028E,2926.00 ,3191.00 
E01004481,Wandsworth 029A,4644.00 ,3694.00 
E01004488,Wandsworth 029B,3936.00 ,4116.00 
E01004547,Wandsworth 029C,3210.00 ,3850.00 
E01004548,Wandsworth 029D,4773.00 ,3412.00 
E01004482,Wandsworth 030A,3922.00 ,3534.00 
E01004485,Wandsworth 030B,4426.00 ,3935.00 
E01004487,Wandsworth 030C,4164.00 ,3829.00 
E01004489,Wandsworth 030D,3561.00 ,4281.00 
E01004490,Wandsworth 031A,4133.00 ,4551.00 
E01004491,Wandsworth 031B,4432.00 ,3022.00 
E01004492,Wandsworth 031C,4063.00 ,3442.00 
E01004498,Wandsworth 031D,4628.00 ,4295.00 
E01004532,Wandsworth 032A,3576.00 ,3269.00 
E01004611,Wandsworth 032B,3522.00 ,3176.00 
E01004612,Wandsworth 032C,3136.00 ,2855.00 
E01004618,Wandsworth 032D,4010.00 ,4074.00 
E01004531,Wandsworth 033A,2932.00 ,2668.00 
E01004533,Wandsworth 033B,2286.00 ,2468.00 
E01004610,Wandsworth 033C,3268.00 ,2907.00 
E01004613,Wandsworth 033D,2523.00 ,1411.00 
E01004614,Wandsworth 034A,4051.00 ,2411.00 
E01004615,Wandsworth 034B,2057.00 ,1086.00 
E01004616,Wandsworth 034C,4380.00 ,2498.00 
E01004617,Wandsworth 034D,3304.00 ,2058.00 
E01004525,Wandsworth 035A,3696.00 ,2490.00 
E01004526,Wandsworth 035B,3210.00 ,2703.00 
E01004527,Wandsworth 035C,3304.00 ,2964.00 
E01004528,Wandsworth 035D,2410.00 ,2288.00 
E01004529,Wandsworth 035E,4389.00 ,3092.00 
E01004530,Wandsworth 035F,4161.00 ,3187.00 
E01004516,Wandsworth 036A,3185.00 ,3843.00 
E01004518,Wandsworth 036B,3582.00 ,3574.00 
E01004519,Wandsworth 036C,2972.00 ,2911.00 
E01004520,Wandsworth 036D,1587.00 ,2858.00 
E01004523,Wandsworth 036E,3161.00 ,3111.00 
E01004517,Wandsworth 037A,3570.00 ,2825.00 
E01004521,Wandsworth 037B,3561.00 ,2969.00 
E01004522,Wandsworth 037C,2758.00 ,2705.00 
E01004524,Wandsworth 037D,1957.00 ,1026.00 
E01004647,Westminster 001A,3337.00 ,4625.00 
E01004649,Westminster 001B,3829.00 ,4771.00 
E01004724,Westminster 001C,4198.00 ,4394.00 
E01004730,Westminster 001D,4051.00 ,4731.00 
E01004646,Westminster 002A,3607.00 ,4824.00 
E01004648,Westminster 002B,4787.00 ,4601.00 
E01004650,Westminster 002C,4722.00 ,4785.00 
E01004710,Westminster 002D,1762.00 ,2233.00 
E01004711,Westminster 002E,2674.00 ,2729.00 
E01004651,Westminster 003A,4788.00 ,4566.00 
E01004725,Westminster 003B,2844.00 ,3248.00 
E01004726,Westminster 003C,4483.00 ,4672.00 
E01004728,Westminster 003D,3622.00 ,3815.00 
E01004729,Westminster 003E,3285.00 ,3337.00 
E01004718,Westminster 004A,2985.00 ,3023.00 
E01004719,Westminster 004B,2485.00 ,2989.00 
E01004720,Westminster 004C,2313.00 ,2813.00 
E01004721,Westminster 004D,1715.00 ,2030.00 
E01004722,Westminster 004E,2113.00 ,1189.00 
E01004674,Westminster 005A,2467.00 ,2285.00 
E01004675,Westminster 005B,4010.00 ,2652.00 
E01004677,Westminster 005C,3790.00 ,3413.00 
E01004678,Westminster 005D,3688.00 ,3287.00 
E01004679,Westminster 005E,3387.00 ,2741.00 
E01004723,Westminster 005F,3744.00 ,2901.00 
E01004676,Westminster 006A,3582.00 ,3512.00 
E01004706,Westminster 006B,4695.00 ,4748.00 
E01004707,Westminster 006C,4756.00 ,4775.00 
E01004708,Westminster 006D,3917.00 ,3680.00 
E01004756,Westminster 006E,4104.00 ,3524.00 
E01004701,Westminster 007A,4503.00 ,4744.00 
E01004703,Westminster 007B,4803.00 ,4760.00 
E01004705,Westminster 007D,4347.00 ,4801.00 
E01004709,Westminster 007E,3725.00 ,3798.00 
E01033600,Westminster 007F,3790.00 ,4707.00 
E01033608,Westminster 007G,4156.00 ,4554.00 
E01004659,Westminster 008A,4717.00 ,4280.00 
E01004660,Westminster 008B,4618.00 ,4719.00 
E01004712,Westminster 008C,4560.00 ,4703.00 
E01004727,Westminster 008D,4790.00 ,4729.00 
E01004670,Westminster 009A,1436.00 ,192.00 
E01004702,Westminster 009E,3268.00 ,1536.00 
E01033598,Westminster 009F,408.00 ,1223.00 
E01033601,Westminster 009G,1106.00 ,1803.00 
E01033602,Westminster 009H,550.00 ,1133.00 
E01033603,Westminster 009I,2492.00 ,3135.00 
E01033604,Westminster 009J,1040.00 ,1850.00 
E01033605,Westminster 009K,2066.00 ,1249.00 
E01004754,Westminster 010A,895.00 ,1290.00 
E01004755,Westminster 010B,3936.00 ,3101.00 
E01004757,Westminster 010C,1515.00 ,1893.00 
E01032512,Westminster 010F,2559.00 ,1695.00 
E01032513,Westminster 010G,981.00 ,2044.00 
E01004713,Westminster 011A,4784.00 ,4826.00 
E01004714,Westminster 011B,4809.00 ,4727.00 
E01004716,Westminster 011C,4284.00 ,4808.00 
E01004717,Westminster 011D,4631.00 ,4683.00 
E01004762,Westminster 011E,4572.00 ,4773.00 
E01004657,Westminster 012A,4288.00 ,4778.00 
E01004658,Westminster 012B,3601.00 ,3635.00 
E01004661,Westminster 012C,4478.00 ,3869.00 
E01004662,Westminster 012D,4755.00 ,4639.00 
E01004663,Westminster 012E,4265.00 ,4591.00 
E01004715,Westminster 013A,4267.00 ,3748.00 
E01004763,Westminster 013B,4807.00 ,4403.00 
E01004765,Westminster 013D,4711.00 ,4504.00 
E01033595,Westminster 013E,3392.00 ,4525.00 
E01033596,Westminster 013F,2874.00 ,3911.00 
E01004653,Westminster 014A,4688.00 ,4776.00 
E01004654,Westminster 014B,4833.00 ,4636.00 
E01004656,Westminster 014D,4743.00 ,3846.00 
E01004760,Westminster 014E,3378.00 ,3489.00 
E01033606,Westminster 014F,3161.00 ,4189.00 
E01033607,Westminster 014G,3072.00 ,4300.00 
E01004680,Westminster 015A,4203.00 ,4768.00 
E01004683,Westminster 015B,4432.00 ,4822.00 
E01004684,Westminster 015C,2674.00 ,3678.00 
E01004686,Westminster 015E,3185.00 ,3179.00 
E01033593,Westminster 015F,2066.00 ,3458.00 
E01033594,Westminster 015G,3111.00 ,3667.00 
E01004681,Westminster 016A,4815.00 ,4456.00 
E01004682,Westminster 016B,4639.00 ,4414.00 
E01004694,Westminster 016C,4731.00 ,4659.00 
E01004697,Westminster 016D,4389.00 ,4348.00 
E01004700,Westminster 016E,4705.00 ,4582.00 
E01004652,Westminster 017A,4713.00 ,3881.00 
E01004693,Westminster 017B,4164.00 ,4789.00 
E01004695,Westminster 017C,3941.00 ,4214.00 
E01004696,Westminster 017D,2725.00 ,2455.00 
E01004698,Westminster 017E,4406.00 ,4374.00 
E01004699,Westminster 017F,4826.00 ,4435.00 
E01004734,Westminster 018A,4449.00 ,3851.00 
E01004735,Westminster 018B,4251.00 ,4085.00 
E01004736,Westminster 018C,4464.00 ,4816.00 
E01004761,Westminster 018D,4722.00 ,4820.00 
E01004687,Westminster 019A,4236.00 ,4835.00 
E01004688,Westminster 019B,2946.00 ,4805.00 
E01004689,Westminster 019C,2774.00 ,4832.00 
E01004690,Westminster 019D,3469.00 ,4833.00 
E01004691,Westminster 019E,3865.00 ,4827.00 
E01004692,Westminster 019F,3922.00 ,4830.00 
E01004731,Westminster 020A,4699.00 ,4757.00 
E01004732,Westminster 020B,1587.00 ,2906.00 
E01004733,Westminster 020C,4695.00 ,4735.00 
E01004744,Westminster 020D,2741.00 ,4111.00 
E01004748,Westminster 020E,4335.00 ,4803.00 
E01004740,Westminster 021A,2844.00 ,2991.00 
E01004743,Westminster 021B,2936.00 ,3769.00 
E01004745,Westminster 021C,4741.00 ,4408.00 
E01004746,Westminster 021D,2615.00 ,2963.00 
E01004747,Westminster 021E,4775.00 ,4279.00 
E01004742,Westminster 022A,4456.00 ,4726.00 
E01004749,Westminster 022B,4825.00 ,4597.00 
E01004751,Westminster 022C,4765.00 ,4753.00 
E01004752,Westminster 022D,4096.00 ,3848.00 
E01004753,Westminster 022E,4699.00 ,4577.00 
E01004666,Westminster 023B,1925.00 ,3695.00 
E01004667,Westminster 023C,2725.00 ,3467.00 
E01004668,Westminster 023D,2860.00 ,3690.00 
E01004750,Westminster 023E,3976.00 ,3920.00 
E01033597,Westminster 023F,1990.00 ,3686.00 
E01033599,Westminster 023G,1536.00 ,2299.00 
E01004665,Westminster 024A,806.00 ,819.00 
E01004669,Westminster 024B,2173.00 ,2493.00 
E01004737,Westminster 024C,2467.00 ,4393.00 
E01004738,Westminster 024D,4096.00 ,4734.00 
E01004739,Westminster 024E,4363.00 ,4635.00 
E01004741,Westminster 024F,2932.00 ,3729.00 
E01000027,Barking and Dagenham 001A,83.00 ,760.00 
E01000028,Barking and Dagenham 001B,355.00 ,538.00 
E01000029,Barking and Dagenham 001C,689.00 ,2582.00 
E01000030,Barking and Dagenham 001D,355.00 ,336.00 
E01000031,Barking and Dagenham 002A,1040.00 ,3119.00 
E01000032,Barking and Dagenham 002B,465.00 ,2222.00 
E01000110,Barking and Dagenham 002C,875.00 ,3506.00 
E01000111,Barking and Dagenham 002D,762.00 ,1295.00 
E01000112,Barking and Dagenham 002E,1474.00 ,2297.00 
E01000113,Barking and Dagenham 002F,1226.00 ,2488.00 
E01000034,Barking and Dagenham 003A,40.00 ,1688.00 
E01000037,Barking and Dagenham 003B,618.00 ,3521.00 
E01000038,Barking and Dagenham 003C,83.00 ,3026.00 
E01000039,Barking and Dagenham 003D,779.00 ,2829.00 
E01000063,Barking and Dagenham 004A,79.00 ,900.00 
E01000100,Barking and Dagenham 004B,148.00 ,932.00 
E01000101,Barking and Dagenham 004C,222.00 ,744.00 
E01000109,Barking and Dagenham 004D,434.00 ,2135.00 
E01000114,Barking and Dagenham 004E,883.00 ,2062.00 
E01000033,Barking and Dagenham 006A,13.00 ,481.00 
E01000060,Barking and Dagenham 006B,465.00 ,820.00 
E01000061,Barking and Dagenham 006C,186.00 ,26.00 
E01000062,Barking and Dagenham 006D,779.00 ,1315.00 
E01000064,Barking and Dagenham 006E,550.00 ,910.00 
E01000065,Barking and Dagenham 007A,355.00 ,686.00 
E01000078,Barking and Dagenham 007B,121.00 ,484.00 
E01000080,Barking and Dagenham 007C,96.00 ,761.00 
E01000081,Barking and Dagenham 007D,132.00 ,1010.00 
E01000082,Barking and Dagenham 007E,108.00 ,1023.00 
E01000083,Barking and Dagenham 007F,169.00 ,765.00 
E01000102,Barking and Dagenham 007G,254.00 ,1105.00 
E01000021,Barking and Dagenham 008A,658.00 ,531.00 
E01000022,Barking and Dagenham 008B,79.00 ,1505.00 
E01000023,Barking and Dagenham 008C,526.00 ,1163.00 
E01000024,Barking and Dagenham 008D,65.00 ,1042.00 
E01000025,Barking and Dagenham 008E,148.00 ,1184.00 
E01000077,Barking and Dagenham 008F,57.00 ,653.00 
E01000015,Barking and Dagenham 009A,755.00 ,659.00 
E01000016,Barking and Dagenham 009B,71.00 ,1088.00 
E01000017,Barking and Dagenham 009C,382.00 ,852.00 
E01000018,Barking and Dagenham 009D,153.00 ,1136.00 
E01000079,Barking and Dagenham 009E,186.00 ,786.00 
E01000035,Barking and Dagenham 010A,581.00 ,1767.00 
E01000036,Barking and Dagenham 010B,423.00 ,2589.00 
E01000107,Barking and Dagenham 010C,156.00 ,2001.00 
E01000108,Barking and Dagenham 010D,434.00 ,1786.00 
E01000066,Barking and Dagenham 011A,1062.00 ,2636.00 
E01000067,Barking and Dagenham 011B,1436.00 ,3054.00 
E01000069,Barking and Dagenham 011C,1106.00 ,3707.00 
E01000070,Barking and Dagenham 011D,1857.00 ,3462.00 
E01000071,Barking and Dagenham 011E,2545.00 ,2927.00 
E01000057,Barking and Dagenham 012A,308.00 ,1005.00 
E01000073,Barking and Dagenham 012B,174.00 ,1004.00 
E01000074,Barking and Dagenham 012C,112.00 ,896.00 
E01000075,Barking and Dagenham 012D,163.00 ,1178.00 
E01000076,Barking and Dagenham 012E,290.00 ,612.00 
E01000013,Barking and Dagenham 013A,230.00 ,913.00 
E01000014,Barking and Dagenham 013B,88.00 ,816.00 
E01000059,Barking and Dagenham 013C,129.00 ,961.00 
E01000084,Barking and Dagenham 013D,57.00 ,810.00 
E01000085,Barking and Dagenham 013E,156.00 ,412.00 
E01000086,Barking and Dagenham 013F,161.00 ,1192.00 
E01000103,Barking and Dagenham 014A,550.00 ,525.00 
E01000104,Barking and Dagenham 014B,106.00 ,380.00 
E01000105,Barking and Dagenham 014C,721.00 ,375.00 
E01000106,Barking and Dagenham 014D,833.00 ,363.00 
E01000007,Barking and Dagenham 015A,1303.00 ,519.00 
E01000008,Barking and Dagenham 015B,514.00 ,224.00 
E01000010,Barking and Dagenham 015C,4666.00 ,1781.00 
E01000012,Barking and Dagenham 015D,2203.00 ,881.00 
E01000006,Barking and Dagenham 016A,2130.00 ,2937.00 
E01000009,Barking and Dagenham 016B,2758.00 ,1941.00 
E01000011,Barking and Dagenham 016C,1612.00 ,996.00 
E01000044,Barking and Dagenham 016D,1106.00 ,1441.00 
E01000068,Barking and Dagenham 016E,1226.00 ,3300.00 
E01000041,Barking and Dagenham 017A,208.00 ,1164.00 
E01000042,Barking and Dagenham 017B,566.00 ,500.00 
E01000045,Barking and Dagenham 017C,594.00 ,1323.00 
E01000046,Barking and Dagenham 017D,234.00 ,969.00 
E01000072,Barking and Dagenham 017E,382.00 ,350.00 
E01000054,Barking and Dagenham 018A,222.00 ,1170.00 
E01000055,Barking and Dagenham 018B,249.00 ,1237.00 
E01000056,Barking and Dagenham 018C,112.00 ,965.00 
E01000058,Barking and Dagenham 018D,856.00 ,1199.00 
E01000095,Barking and Dagenham 018E,901.00 ,2377.00 
E01000040,Barking and Dagenham 019A,451.00 ,861.00 
E01000043,Barking and Dagenham 019B,132.00 ,1063.00 
E01000050,Barking and Dagenham 019C,1090.00 ,772.00 
E01000052,Barking and Dagenham 019D,1515.00 ,917.00 
E01000092,Barking and Dagenham 019E,2823.00 ,1821.00 
E01000053,Barking and Dagenham 020A,344.00 ,745.00 
E01000087,Barking and Dagenham 020B,65.00 ,825.00 
E01000088,Barking and Dagenham 020C,923.00 ,1859.00 
E01000089,Barking and Dagenham 020D,550.00 ,1250.00 
E01000090,Barking and Dagenham 020E,584.00 ,1703.00 
E01000048,Barking and Dagenham 021B,283.00 ,19.00 
E01000049,Barking and Dagenham 021C,443.00 ,168.00 
E01000051,Barking and Dagenham 021D,846.00 ,15.00 
E01033587,Barking and Dagenham 021E,1786.00 ,662.00 
E01033588,Barking and Dagenham 021F,1028.00 ,583.00 
E01000091,Barking and Dagenham 022A,200.00 ,170.00 
E01000093,Barking and Dagenham 022B,234.00 ,243.00 
E01000094,Barking and Dagenham 022C,1340.00 ,2080.00 
E01000096,Barking and Dagenham 022D,465.00 ,130.00 
E01000019,Barking and Dagenham 023A,203.00 ,1123.00 
E01000020,Barking and Dagenham 023B,755.00 ,1167.00 
E01000097,Barking and Dagenham 023C,329.00 ,972.00 
E01000098,Barking and Dagenham 023D,285.00 ,782.00 
E01000099,Barking and Dagenham 023E,366.00 ,1410.00 
E01032580,Barking and Dagenham 023F,285.00 ,863.00 
E01000248,Barnet 001A,3459.00 ,3709.00 
E01000249,Barnet 001B,3304.00 ,4176.00 
E01000250,Barnet 001C,4156.00 ,2949.00 
E01000254,Barnet 001D,3371.00 ,4123.00 
E01000292,Barnet 001E,2623.00 ,3006.00 
E01000293,Barnet 001F,3696.00 ,3823.00 
E01000167,Barnet 002A,632.00 ,1263.00 
E01000246,Barnet 002B,3092.00 ,3595.00 
E01000247,Barnet 002C,3392.00 ,3212.00 
E01000251,Barnet 002D,3285.00 ,2101.00 
E01000252,Barnet 002E,3013.00 ,2663.00 
E01000166,Barnet 003A,2373.00 ,2427.00 
E01000168,Barnet 003B,2667.00 ,3965.00 
E01000169,Barnet 003C,2667.00 ,2802.00 
E01000172,Barnet 003D,2965.00 ,3302.00 
E01000285,Barnet 004A,1463.00 ,2190.00 
E01000287,Barnet 004B,981.00 ,1321.00 
E01000288,Barnet 004C,1831.00 ,2472.00 
E01000289,Barnet 004D,800.00 ,172.00 
E01000291,Barnet 004E,408.00 ,300.00 
E01000294,Barnet 004F,2870.00 ,2648.00 
E01000267,Barnet 005A,2623.00 ,3540.00 
E01000268,Barnet 005B,3205.00 ,2298.00 
E01000269,Barnet 005C,2089.00 ,3361.00 
E01000270,Barnet 005D,3029.00 ,3660.00 
E01000170,Barnet 006A,1905.00 ,1973.00 
E01000171,Barnet 006B,3077.00 ,1615.00 
E01000173,Barnet 006C,2559.00 ,3148.00 
E01000174,Barnet 006D,2130.00 ,1790.00 
E01000175,Barnet 006E,2768.00 ,3440.00 
E01000228,Barnet 007A,2265.00 ,3632.00 
E01000253,Barnet 007B,3104.00 ,4474.00 
E01000279,Barnet 007C,3065.00 ,4693.00 
E01000280,Barnet 007D,3130.00 ,4583.00 
E01000286,Barnet 007E,1536.00 ,1367.00 
E01000290,Barnet 007F,1446.00 ,2130.00 
