Codes,Names,Population_Density, Census_Population_All Ages,house_price,Unemployment_Rate,Level_4_qualifications,Mean_Annual_Household_Income
E01004317,Tower Hamlets 009D,3210.00 ,4812.00 ,3485.00 ,2837.00 ,4831.00 ,3930.00 
E01004261,Tower Hamlets 010A,1813.00 ,4783.00 ,1662.00 ,3239.00 ,1819.00 ,720.00 
E01004262,Tower Hamlets 010B,1477.00 ,3157.00 ,1607.00 ,3845.00 ,1883.00 ,1806.00 
E01004264,Tower Hamlets 010C,89.00 ,1272.00 ,1245.00 ,4746.00 ,818.00 ,937.00 
E01032785,Tower Hamlets 010E,175.00 ,283.00 ,3321.00 ,2496.00 ,3887.00 ,4174.00 
E01032786,Tower Hamlets 010F,68.00 ,1496.00 ,1432.00 ,3861.00 ,2236.00 ,2366.00 
E01004207,Tower Hamlets 011A,140.00 ,505.00 ,3021.00 ,3475.00 ,1715.00 ,1836.00 
E01004209,Tower Hamlets 011B,259.00 ,340.00 ,1324.00 ,4701.00 ,395.00 ,1418.00 
E01004212,Tower Hamlets 011D,374.00 ,3417.00 ,2048.00 ,3163.00 ,3104.00 ,1930.00 
E01032787,Tower Hamlets 011F,672.00 ,4791.00 ,1702.00 ,4434.00 ,2698.00 ,1534.00 
E01004240,Tower Hamlets 012A,355.00 ,3618.00 ,1352.00 ,4464.00 ,916.00 ,1191.00 
E01004241,Tower Hamlets 012B,881.00 ,2089.00 ,1086.00 ,4798.00 ,641.00 ,1271.00 
E01004242,Tower Hamlets 012C,2387.00 ,4762.00 ,2307.00 ,4493.00 ,3108.00 ,2032.00 
E01004267,Tower Hamlets 012D,2546.00 ,3325.00 ,1440.00 ,3672.00 ,3688.00 ,2687.00 
E01004268,Tower Hamlets 012E,40.00 ,3451.00 ,1789.00 ,4784.00 ,1303.00 ,1179.00 
E01004205,Tower Hamlets 013A,1226.00 ,4521.00 ,1193.00 ,4748.00 ,1905.00 ,1176.00 
E01004206,Tower Hamlets 013B,219.00 ,922.00 ,1245.00 ,4469.00 ,995.00 ,499.00 
E01004208,Tower Hamlets 013C,1741.00 ,4271.00 ,1216.00 ,2866.00 ,4503.00 ,3416.00 
E01004211,Tower Hamlets 013D,1790.00 ,733.00 ,1920.00 ,3074.00 ,3992.00 ,3182.00 
E01004269,Tower Hamlets 014A,1634.00 ,4267.00 ,1803.00 ,4408.00 ,2995.00 ,1748.00 
E01004270,Tower Hamlets 014B,3424.00 ,4653.00 ,3423.00 ,3235.00 ,4347.00 ,2990.00 
E01004271,Tower Hamlets 014C,487.00 ,1753.00 ,1302.00 ,4767.00 ,658.00 ,1719.00 
E01004272,Tower Hamlets 014D,468.00 ,4511.00 ,1245.00 ,4807.00 ,618.00 ,722.00 
E01004273,Tower Hamlets 014E,1853.00 ,4030.00 ,2992.00 ,4776.00 ,934.00 ,1258.00 
E01004306,Tower Hamlets 015A,982.00 ,3538.00 ,3828.00 ,2928.00 ,3964.00 ,3503.00 
E01004307,Tower Hamlets 015B,2602.00 ,4613.00 ,3917.00 ,1743.00 ,4829.00 ,4594.00 
E01004308,Tower Hamlets 015C,312.00 ,823.00 ,2247.00 ,3168.00 ,2353.00 ,2597.00 
E01004309,Tower Hamlets 015D,1087.00 ,4826.00 ,2048.00 ,4797.00 ,4047.00 ,2125.00 
E01004310,Tower Hamlets 015E,432.00 ,4255.00 ,3319.00 ,4626.00 ,3664.00 ,2329.00 
E01004283,Tower Hamlets 016A,1555.00 ,4708.00 ,1678.00 ,4224.00 ,2536.00 ,1741.00 
E01004287,Tower Hamlets 016B,338.00 ,4604.00 ,2039.00 ,3842.00 ,2559.00 ,1724.00 
E01004289,Tower Hamlets 016C,645.00 ,3785.00 ,3040.00 ,3953.00 ,2203.00 ,1922.00 
E01004290,Tower Hamlets 016D,603.00 ,174.00 ,3827.00 ,2415.00 ,2552.00 ,2850.00 
E01004322,Tower Hamlets 017A,1373.00 ,154.00 ,1846.00 ,3788.00 ,1293.00 ,2159.00 
E01004323,Tower Hamlets 017B,156.00 ,751.00 ,949.00 ,3245.00 ,2313.00 ,2388.00 
E01004324,Tower Hamlets 017C,208.00 ,1614.00 ,2661.00 ,4513.00 ,1081.00 ,1475.00 
E01004326,Tower Hamlets 017D,316.00 ,633.00 ,1245.00 ,2849.00 ,2353.00 ,2160.00 
E01004245,Tower Hamlets 018A,2568.00 ,1292.00 ,394.00 ,4817.00 ,60.00 ,715.00 
E01004246,Tower Hamlets 018B,2414.00 ,4276.00 ,2559.00 ,3924.00 ,2995.00 ,2512.00 
E01004248,Tower Hamlets 018C,690.00 ,274.00 ,337.00 ,4825.00 ,40.00 ,669.00 
E01004249,Tower Hamlets 018D,2108.00 ,4430.00 ,605.00 ,4770.00 ,1206.00 ,1265.00 
E01004284,Tower Hamlets 019A,2230.00 ,4701.00 ,1123.00 ,4042.00 ,3903.00 ,2714.00 
E01004285,Tower Hamlets 019B,1042.00 ,4709.00 ,54.00 ,4789.00 ,1020.00 ,1148.00 
E01004286,Tower Hamlets 019C,1647.00 ,4731.00 ,4033.00 ,4716.00 ,2831.00 ,2361.00 
E01004288,Tower Hamlets 019D,610.00 ,2078.00 ,1034.00 ,4758.00 ,533.00 ,1300.00 
E01004243,Tower Hamlets 020A,878.00 ,3485.00 ,630.00 ,4580.00 ,806.00 ,1187.00 
E01004244,Tower Hamlets 020B,1281.00 ,3963.00 ,1853.00 ,4820.00 ,930.00 ,1322.00 
E01004247,Tower Hamlets 020C,936.00 ,4133.00 ,949.00 ,4768.00 ,1266.00 ,1137.00 
E01004250,Tower Hamlets 020D,561.00 ,4722.00 ,848.00 ,4725.00 ,1515.00 ,1375.00 
E01004319,Tower Hamlets 021A,396.00 ,3970.00 ,1846.00 ,4524.00 ,2277.00 ,1609.00 
E01004321,Tower Hamlets 021C,635.00 ,3658.00 ,2625.00 ,4024.00 ,2936.00 ,2052.00 
E01004325,Tower Hamlets 021D,1256.00 ,4772.00 ,3602.00 ,1960.00 ,4822.00 ,3880.00 
E01032766,Tower Hamlets 021E,265.00 ,181.00 ,3889.00 ,2257.00 ,3552.00 ,4182.00 
E01032767,Tower Hamlets 021F,1213.00 ,1706.00 ,3557.00 ,578.00 ,4766.00 ,4652.00 
E01004298,Tower Hamlets 022A,430.00 ,2256.00 ,678.00 ,4596.00 ,1786.00 ,1669.00 
E01004300,Tower Hamlets 022B,42.00 ,287.00 ,3296.00 ,4317.00 ,566.00 ,1421.00 
E01004304,Tower Hamlets 022C,610.00 ,4213.00 ,3090.00 ,4658.00 ,1905.00 ,1485.00 
E01004305,Tower Hamlets 022D,415.00 ,4190.00 ,1559.00 ,4427.00 ,1857.00 ,1369.00 
E01004251,Tower Hamlets 023A,1097.00 ,4486.00 ,949.00 ,4473.00 ,2189.00 ,1606.00 
E01004254,Tower Hamlets 023B,1894.00 ,4544.00 ,3185.00 ,1320.00 ,4828.00 ,4654.00 
E01004255,Tower Hamlets 023C,456.00 ,2053.00 ,2504.00 ,4436.00 ,2078.00 ,1895.00 
E01004258,Tower Hamlets 023D,510.00 ,1017.00 ,4221.00 ,1559.00 ,3725.00 ,4541.00 
E01004252,Tower Hamlets 024A,1730.00 ,4813.00 ,1728.00 ,4186.00 ,4056.00 ,2316.00 
E01004253,Tower Hamlets 024B,1591.00 ,4720.00 ,1135.00 ,4526.00 ,1775.00 ,1380.00 
E01004256,Tower Hamlets 024C,1409.00 ,3047.00 ,1781.00 ,4191.00 ,1072.00 ,1400.00 
E01004257,Tower Hamlets 024D,1061.00 ,3959.00 ,1499.00 ,4787.00 ,995.00 ,1264.00 
E01004301,Tower Hamlets 025B,288.00 ,222.00 ,4266.00 ,4197.00 ,1090.00 ,1712.00 
E01004302,Tower Hamlets 025C,34.00 ,4310.00 ,1499.00 ,4407.00 ,1749.00 ,1438.00 
E01004303,Tower Hamlets 025D,2691.00 ,4730.00 ,1853.00 ,3718.00 ,3887.00 ,3163.00 
E01032768,Tower Hamlets 025E,155.00 ,181.00 ,3959.00 ,511.00 ,4498.00 ,4723.00 
E01032769,Tower Hamlets 025F,612.00 ,97.00 ,3040.00 ,2379.00 ,3529.00 ,4492.00 
E01004292,Tower Hamlets 026A,1527.00 ,3122.00 ,3909.00 ,72.00 ,4768.00 ,4774.00 
E01004294,Tower Hamlets 026B,2583.00 ,3246.00 ,3509.00 ,2540.00 ,4358.00 ,4369.00 
E01004295,Tower Hamlets 026C,276.00 ,1097.00 ,2841.00 ,4578.00 ,696.00 ,1402.00 
E01004296,Tower Hamlets 026D,1224.00 ,1916.00 ,2474.00 ,3243.00 ,2995.00 ,2795.00 
E01004291,Tower Hamlets 027A,860.00 ,3785.00 ,3685.00 ,823.00 ,4753.00 ,4662.00 
E01004293,Tower Hamlets 027B,3674.00 ,4554.00 ,4388.00 ,939.00 ,4818.00 ,4755.00 
E01004297,Tower Hamlets 027C,960.00 ,3680.00 ,4047.00 ,271.00 ,4763.00 ,4763.00 
E01004215,Tower Hamlets 028A,3499.00 ,4817.00 ,3423.00 ,3349.00 ,4733.00 ,3411.00 
E01004219,Tower Hamlets 028B,2353.00 ,4695.00 ,2048.00 ,4423.00 ,3725.00 ,2257.00 
E01004221,Tower Hamlets 028D,1195.00 ,3946.00 ,2806.00 ,2739.00 ,4213.00 ,4166.00 
E01032776,Tower Hamlets 028E,264.00 ,19.00 ,3321.00 ,1541.00 ,3692.00 ,4631.00 
E01032777,Tower Hamlets 028F,860.00 ,47.00 ,2048.00 ,2219.00 ,2814.00 ,4227.00 
E01032778,Tower Hamlets 028G,3589.00 ,31.00 ,2842.00 ,2000.00 ,3683.00 ,4486.00 
E01032779,Tower Hamlets 028H,5.00 ,21.00 ,4055.00 ,1542.00 ,3199.00 ,4509.00 
E01032780,Tower Hamlets 028I,3833.00 ,247.00 ,4027.00 ,533.00 ,4543.00 ,4761.00 
E01004214,Tower Hamlets 030A,133.00 ,2549.00 ,601.00 ,4675.00 ,504.00 ,1243.00 
E01004216,Tower Hamlets 030B,409.00 ,2065.00 ,2975.00 ,1797.00 ,3829.00 ,4132.00 
E01004217,Tower Hamlets 030C,4081.00 ,3172.00 ,2328.00 ,2833.00 ,2965.00 ,3368.00 
E01004218,Tower Hamlets 030D,1480.00 ,3205.00 ,3214.00 ,2293.00 ,4044.00 ,4432.00 
E01004274,Tower Hamlets 031A,334.00 ,4259.00 ,3851.00 ,4389.00 ,3111.00 ,3093.00 
E01004275,Tower Hamlets 031B,1307.00 ,3935.00 ,2910.00 ,2234.00 ,3702.00 ,4110.00 
E01004276,Tower Hamlets 031C,280.00 ,4382.00 ,3577.00 ,324.00 ,4822.00 ,4788.00 
E01004281,Tower Hamlets 031D,1059.00 ,3348.00 ,2395.00 ,2464.00 ,4666.00 ,4614.00 
E01032775,Tower Hamlets 031F,8.00 ,31.00 ,3381.00 ,1540.00 ,3678.00 ,4705.00 
E01032783,Tower Hamlets 031G,297.00 ,390.00 ,2249.00 ,2955.00 ,3760.00 ,4197.00 
E01004280,Tower Hamlets 032A,1251.00 ,3935.00 ,2720.00 ,3553.00 ,3658.00 ,3557.00 
E01032770,Tower Hamlets 032B,21.00 ,62.00 ,2696.00 ,3367.00 ,3582.00 ,4322.00 
E01032772,Tower Hamlets 032C,280.00 ,43.00 ,394.00 ,3187.00 ,2167.00 ,2627.00 
E01032773,Tower Hamlets 032D,7.00 ,1496.00 ,2936.00 ,2553.00 ,4213.00 ,4277.00 
E01032774,Tower Hamlets 032E,2425.00 ,167.00 ,3462.00 ,4298.00 ,2344.00 ,2800.00 
E01004277,Tower Hamlets 033A,4128.00 ,2174.00 ,4060.00 ,65.00 ,4780.00 ,4814.00 
E01032771,Tower Hamlets 033B,3828.00 ,28.00 ,4230.00 ,2288.00 ,2981.00 ,4335.00 
E01032781,Tower Hamlets 033C,49.00 ,1251.00 ,3462.00 ,504.00 ,4576.00 ,4616.00 
E01032782,Tower Hamlets 033D,215.00 ,2005.00 ,3730.00 ,3625.00 ,3650.00 ,3294.00 
E01004560,Wandsworth 001A,4512.00 ,4199.00 ,4102.00 ,1162.00 ,4735.00 ,3926.00 
E01004566,Wandsworth 001B,474.00 ,1551.00 ,4278.00 ,860.00 ,4490.00 ,4539.00 
E01004582,Wandsworth 001C,1217.00 ,4581.00 ,4575.00 ,748.00 ,4707.00 ,4452.00 
E01004583,Wandsworth 001D,1541.00 ,3568.00 ,4411.00 ,158.00 ,4258.00 ,4051.00 
E01004562,Wandsworth 002B,4481.00 ,3304.00 ,1326.00 ,3132.00 ,2734.00 ,1953.00 
E01004563,Wandsworth 002C,1625.00 ,4223.00 ,485.00 ,3660.00 ,3311.00 ,1593.00 
E01004564,Wandsworth 002D,3970.00 ,3333.00 ,3191.00 ,858.00 ,4444.00 ,3532.00 
E01004567,Wandsworth 002E,963.00 ,4723.00 ,594.00 ,3865.00 ,3505.00 ,1469.00 
E01033098,Wandsworth 002F,3687.00 ,3.00 ,4216.00 ,1409.00 ,3331.00 ,3827.00 
E01033100,Wandsworth 002G,829.00 ,104.00 ,3040.00 ,1902.00 ,2353.00 ,2096.00 
E01033132,Wandsworth 002H,3153.00 ,9.00 ,3312.00 ,2237.00 ,2652.00 ,2765.00 
E01004539,Wandsworth 003A,1240.00 ,4509.00 ,3530.00 ,4206.00 ,1943.00 ,968.00 
E01004540,Wandsworth 003B,1304.00 ,4490.00 ,3452.00 ,1838.00 ,4203.00 ,2930.00 
E01004577,Wandsworth 003C,860.00 ,4213.00 ,4205.00 ,359.00 ,4528.00 ,3807.00 
E01004584,Wandsworth 003D,39.00 ,2899.00 ,408.00 ,4633.00 ,1389.00 ,967.00 
E01004579,Wandsworth 004B,897.00 ,2021.00 ,4608.00 ,2223.00 ,3725.00 ,4207.00 
E01004580,Wandsworth 004C,724.00 ,4506.00 ,3142.00 ,1561.00 ,4552.00 ,3098.00 
E01004581,Wandsworth 004D,819.00 ,3625.00 ,2734.00 ,989.00 ,4356.00 ,3497.00 
E01033099,Wandsworth 004E,623.00 ,6.00 ,3522.00 ,2425.00 ,2260.00 ,3313.00 
E01033101,Wandsworth 004F,1077.00 ,62.00 ,4230.00 ,605.00 ,4140.00 ,4664.00 
E01033133,Wandsworth 004G,80.00 ,64.00 ,3993.00 ,522.00 ,3718.00 ,4136.00 
E01004565,Wandsworth 005A,369.00 ,2659.00 ,3456.00 ,633.00 ,4528.00 ,3628.00 
E01004590,Wandsworth 005B,1403.00 ,3197.00 ,3845.00 ,2340.00 ,3117.00 ,3034.00 
E01004591,Wandsworth 005C,1029.00 ,3095.00 ,3716.00 ,1663.00 ,4406.00 ,3393.00 
E01004592,Wandsworth 005D,484.00 ,2154.00 ,4205.00 ,2275.00 ,3427.00 ,3259.00 
E01004604,Wandsworth 006A,3938.00 ,2718.00 ,4750.00 ,473.00 ,4473.00 ,4807.00 
E01004605,Wandsworth 006B,2281.00 ,3037.00 ,4630.00 ,227.00 ,4329.00 ,4350.00 
E01004606,Wandsworth 006C,663.00 ,2212.00 ,4306.00 ,31.00 ,4739.00 ,4700.00 
E01004607,Wandsworth 006D,1842.00 ,3047.00 ,4696.00 ,669.00 ,4598.00 ,4724.00 
E01004608,Wandsworth 006E,492.00 ,2688.00 ,4300.00 ,1245.00 ,4630.00 ,4310.00 
E01004535,Wandsworth 007A,216.00 ,3256.00 ,337.00 ,4607.00 ,1276.00 ,340.00 
E01004537,Wandsworth 007B,906.00 ,3946.00 ,1081.00 ,3338.00 ,2652.00 ,1160.00 
E01004538,Wandsworth 007C,814.00 ,4339.00 ,2302.00 ,3308.00 ,3635.00 ,2418.00 
E01004541,Wandsworth 007D,467.00 ,2256.00 ,1499.00 ,3669.00 ,2182.00 ,1576.00 
E01004534,Wandsworth 008A,3095.00 ,3819.00 ,4438.00 ,244.00 ,4734.00 ,4442.00 
E01004536,Wandsworth 008B,1546.00 ,4434.00 ,1695.00 ,2469.00 ,4473.00 ,2541.00 
E01004552,Wandsworth 008C,685.00 ,4295.00 ,3794.00 ,134.00 ,4835.00 ,4545.00 
E01004585,Wandsworth 008D,1133.00 ,3760.00 ,4238.00 ,507.00 ,4770.00 ,4373.00 
E01004588,Wandsworth 008E,1826.00 ,4199.00 ,4306.00 ,160.00 ,4811.00 ,4617.00 
E01004554,Wandsworth 009A,4067.00 ,1933.00 ,4431.00 ,11.00 ,4595.00 ,4743.00 
E01004556,Wandsworth 009B,556.00 ,1987.00 ,4697.00 ,15.00 ,4331.00 ,4792.00 
E01004586,Wandsworth 009C,367.00 ,3595.00 ,3993.00 ,156.00 ,4806.00 ,4574.00 
E01004587,Wandsworth 009D,712.00 ,3164.00 ,4441.00 ,423.00 ,4729.00 ,4655.00 
E01004589,Wandsworth 009E,449.00 ,2822.00 ,4481.00 ,83.00 ,4726.00 ,4684.00 
E01004509,Wandsworth 010A,3984.00 ,4614.00 ,3274.00 ,333.00 ,4831.00 ,4092.00 
E01004511,Wandsworth 010B,1744.00 ,3005.00 ,4102.00 ,13.00 ,4744.00 ,4651.00 
E01004602,Wandsworth 010C,1291.00 ,2291.00 ,3958.00 ,124.00 ,4617.00 ,4619.00 
E01004609,Wandsworth 010E,2459.00 ,4581.00 ,4170.00 ,107.00 ,4834.00 ,4613.00 
E01033093,Wandsworth 010F,3256.00 ,1173.00 ,4291.00 ,159.00 ,4666.00 ,4751.00 
E01033135,Wandsworth 010G,575.00 ,17.00 ,4263.00 ,34.00 ,3718.00 ,4715.00 
E01004506,Wandsworth 011A,2392.00 ,4092.00 ,3906.00 ,85.00 ,4799.00 ,4558.00 
E01004638,Wandsworth 011B,3240.00 ,665.00 ,4714.00 ,564.00 ,3983.00 ,4804.00 
E01004639,Wandsworth 011C,2749.00 ,3016.00 ,3252.00 ,199.00 ,4308.00 ,4115.00 
E01004640,Wandsworth 011D,1811.00 ,3379.00 ,3629.00 ,266.00 ,4719.00 ,4633.00 
E01004641,Wandsworth 011E,2486.00 ,4062.00 ,3959.00 ,1107.00 ,3964.00 ,3525.00 
E01004508,Wandsworth 012A,1281.00 ,4372.00 ,3828.00 ,575.00 ,4808.00 ,4236.00 
E01004510,Wandsworth 012B,1808.00 ,4167.00 ,3723.00 ,450.00 ,4783.00 ,4282.00 
E01004514,Wandsworth 012C,1769.00 ,2705.00 ,4514.00 ,80.00 ,4650.00 ,4587.00 
E01004515,Wandsworth 012D,642.00 ,2763.00 ,2936.00 ,1647.00 ,4531.00 ,3688.00 
E01004551,Wandsworth 012E,2581.00 ,3304.00 ,3889.00 ,898.00 ,4609.00 ,3315.00 
E01004568,Wandsworth 013A,2823.00 ,2512.00 ,102.00 ,3428.00 ,786.00 ,228.00 
E01004574,Wandsworth 013B,2539.00 ,3594.00 ,796.00 ,4677.00 ,618.00 ,144.00 
E01004575,Wandsworth 013C,4351.00 ,3587.00 ,1369.00 ,2476.00 ,1708.00 ,1725.00 
E01004576,Wandsworth 013D,4166.00 ,1518.00 ,2625.00 ,2804.00 ,1642.00 ,2136.00 
E01004500,Wandsworth 014A,1687.00 ,2100.00 ,3909.00 ,1070.00 ,4601.00 ,4006.00 
E01004501,Wandsworth 014B,1790.00 ,1682.00 ,3653.00 ,697.00 ,4005.00 ,3542.00 
E01004503,Wandsworth 014C,2332.00 ,2574.00 ,3350.00 ,1544.00 ,4373.00 ,4121.00 
E01004505,Wandsworth 014D,2348.00 ,2033.00 ,3458.00 ,173.00 ,4618.00 ,4386.00 
E01004507,Wandsworth 014E,2085.00 ,3746.00 ,3162.00 ,383.00 ,4777.00 ,4235.00 
E01004553,Wandsworth 015A,2354.00 ,2291.00 ,4170.00 ,603.00 ,4693.00 ,4489.00 
E01004557,Wandsworth 015B,716.00 ,1306.00 ,4418.00 ,437.00 ,4306.00 ,4629.00 
E01004558,Wandsworth 015C,2763.00 ,2899.00 ,4678.00 ,111.00 ,4435.00 ,4647.00 
E01004559,Wandsworth 015D,2016.00 ,436.00 ,4719.00 ,197.00 ,3768.00 ,4752.00 
E01004619,Wandsworth 015E,4330.00 ,585.00 ,3244.00 ,943.00 ,3773.00 ,4716.00 
E01004572,Wandsworth 016A,4567.00 ,2487.00 ,3828.00 ,2577.00 ,3130.00 ,2979.00 
E01004642,Wandsworth 016B,2671.00 ,3845.00 ,3644.00 ,1512.00 ,3130.00 ,2959.00 
E01004643,Wandsworth 016C,2394.00 ,4359.00 ,2720.00 ,1582.00 ,4005.00 ,2709.00 
E01004644,Wandsworth 016D,4008.00 ,4145.00 ,3559.00 ,1213.00 ,3760.00 ,3410.00 
E01004645,Wandsworth 016E,1691.00 ,4479.00 ,1245.00 ,3274.00 ,3154.00 ,1664.00 
E01004477,Wandsworth 017A,2449.00 ,2574.00 ,4746.00 ,12.00 ,4462.00 ,4810.00 
E01004478,Wandsworth 017B,463.00 ,1173.00 ,4757.00 ,18.00 ,4101.00 ,4802.00 
E01004479,Wandsworth 017C,1430.00 ,1373.00 ,4598.00 ,672.00 ,4308.00 ,4728.00 
E01004550,Wandsworth 017D,1424.00 ,1242.00 ,4630.00 ,1002.00 ,3725.00 ,4125.00 
E01004555,Wandsworth 017E,1338.00 ,2734.00 ,4714.00 ,218.00 ,4411.00 ,4793.00 
E01004494,Wandsworth 018A,969.00 ,2519.00 ,2744.00 ,786.00 ,4010.00 ,3423.00 
E01004513,Wandsworth 018B,1588.00 ,3883.00 ,2658.00 ,1551.00 ,4015.00 ,2961.00 
E01004600,Wandsworth 018C,1017.00 ,4456.00 ,2307.00 ,2637.00 ,3627.00 ,2009.00 
E01004601,Wandsworth 018D,3526.00 ,4656.00 ,2855.00 ,834.00 ,4612.00 ,3282.00 
E01004493,Wandsworth 019A,1324.00 ,3281.00 ,3266.00 ,851.00 ,4343.00 ,3658.00 
E01004512,Wandsworth 019B,846.00 ,932.00 ,4655.00 ,208.00 ,3838.00 ,4584.00 
E01004620,Wandsworth 019C,696.00 ,2354.00 ,4099.00 ,1609.00 ,4036.00 ,4259.00 
E01004621,Wandsworth 019D,4144.00 ,2718.00 ,3721.00 ,228.00 ,4170.00 ,4404.00 
E01004623,Wandsworth 019E,1515.00 ,3086.00 ,4523.00 ,650.00 ,4288.00 ,4468.00 
E01004627,Wandsworth 019F,784.00 ,2078.00 ,4170.00 ,780.00 ,3991.00 ,4622.00 
E01004499,Wandsworth 020A,1332.00 ,1771.00 ,3962.00 ,1146.00 ,4562.00 ,4352.00 
E01004502,Wandsworth 020B,1380.00 ,2423.00 ,4448.00 ,87.00 ,4352.00 ,4621.00 
E01004504,Wandsworth 020C,2719.00 ,1156.00 ,4179.00 ,375.00 ,3874.00 ,4547.00 
E01004594,Wandsworth 020D,1419.00 ,2446.00 ,4502.00 ,135.00 ,4075.00 ,4599.00 
E01004596,Wandsworth 020E,910.00 ,2089.00 ,4500.00 ,4.00 ,4175.00 ,4646.00 
E01004629,Wandsworth 020F,2980.00 ,2053.00 ,4306.00 ,335.00 ,3683.00 ,4475.00 
E01004472,Wandsworth 021A,1162.00 ,3179.00 ,4306.00 ,767.00 ,4666.00 ,4568.00 
E01004474,Wandsworth 021B,1495.00 ,3883.00 ,3670.00 ,1290.00 ,4792.00 ,3813.00 
E01004476,Wandsworth 021C,2257.00 ,2244.00 ,4009.00 ,1299.00 ,4676.00 ,4018.00 
E01004542,Wandsworth 021D,1174.00 ,2089.00 ,4650.00 ,557.00 ,4432.00 ,4696.00 
E01004544,Wandsworth 021E,605.00 ,1233.00 ,4673.00 ,543.00 ,4208.00 ,4676.00 
E01004628,Wandsworth 022A,2780.00 ,4697.00 ,3616.00 ,1237.00 ,4649.00 ,3346.00 
E01004630,Wandsworth 022B,812.00 ,3211.00 ,1499.00 ,2194.00 ,1786.00 ,1607.00 
E01004631,Wandsworth 022C,1741.00 ,1272.00 ,1575.00 ,1705.00 ,2652.00 ,2634.00 
E01004633,Wandsworth 022D,298.00 ,2053.00 ,1086.00 ,2557.00 ,1587.00 ,1937.00 
E01004569,Wandsworth 023A,3380.00 ,4759.00 ,2911.00 ,1059.00 ,3371.00 ,2477.00 
E01004570,Wandsworth 023B,900.00 ,4030.00 ,14.00 ,3484.00 ,1040.00 ,264.00 
E01004571,Wandsworth 023C,1007.00 ,2680.00 ,1245.00 ,3320.00 ,1463.00 ,797.00 
E01004573,Wandsworth 023D,4755.00 ,1825.00 ,1607.00 ,2351.00 ,2009.00 ,2479.00 
E01004495,Wandsworth 024A,906.00 ,1264.00 ,2867.00 ,2822.00 ,2467.00 ,2254.00 
E01004496,Wandsworth 024B,2011.00 ,4211.00 ,3616.00 ,630.00 ,4798.00 ,4049.00 
E01004497,Wandsworth 024C,1821.00 ,645.00 ,4145.00 ,1092.00 ,2864.00 ,3571.00 
E01004622,Wandsworth 024D,2398.00 ,4672.00 ,2307.00 ,3873.00 ,3529.00 ,3398.00 
E01004624,Wandsworth 024E,4039.00 ,1780.00 ,3410.00 ,1213.00 ,3748.00 ,4021.00 
E01004593,Wandsworth 025A,2607.00 ,3696.00 ,3901.00 ,273.00 ,4550.00 ,3909.00 
E01004595,Wandsworth 025B,2739.00 ,3246.00 ,3274.00 ,486.00 ,4508.00 ,4206.00 
E01004597,Wandsworth 025C,1330.00 ,3602.00 ,4069.00 ,641.00 ,4382.00 ,4380.00 
E01004598,Wandsworth 025D,1395.00 ,3273.00 ,3672.00 ,100.00 ,4747.00 ,4434.00 
E01004599,Wandsworth 025E,771.00 ,1094.00 ,4537.00 ,137.00 ,4087.00 ,4720.00 
E01004473,Wandsworth 026A,730.00 ,2811.00 ,4055.00 ,254.00 ,4647.00 ,4371.00 
E01004475,Wandsworth 026B,645.00 ,469.00 ,3755.00 ,1452.00 ,4203.00 ,4065.00 
E01004480,Wandsworth 026C,236.00 ,2408.00 ,3883.00 ,25.00 ,4761.00 ,4623.00 
E01004483,Wandsworth 026D,4188.00 ,4543.00 ,2646.00 ,568.00 ,4804.00 ,3890.00 
E01004484,Wandsworth 026E,3575.00 ,1156.00 ,3639.00 ,1482.00 ,4414.00 ,3933.00 
E01004486,Wandsworth 026F,3201.00 ,823.00 ,3274.00 ,364.00 ,4426.00 ,3896.00 
E01004543,Wandsworth 027A,2529.00 ,3493.00 ,4446.00 ,105.00 ,4683.00 ,4692.00 
E01004545,Wandsworth 027B,1477.00 ,1645.00 ,1803.00 ,120.00 ,4768.00 ,4134.00 
E01004546,Wandsworth 027C,424.00 ,1017.00 ,3984.00 ,275.00 ,4498.00 ,4602.00 
E01004549,Wandsworth 027D,1027.00 ,2504.00 ,3385.00 ,426.00 ,4015.00 ,4096.00 
E01004625,Wandsworth 027E,3025.00 ,436.00 ,4777.00 ,416.00 ,3491.00 ,4812.00 
E01004626,Wandsworth 027F,4407.00 ,3894.00 ,3456.00 ,114.00 ,4583.00 ,4611.00 
E01004632,Wandsworth 028A,3281.00 ,1183.00 ,2806.00 ,817.00 ,3441.00 ,3994.00 
E01004634,Wandsworth 028B,1017.00 ,794.00 ,2425.00 ,1385.00 ,3658.00 ,3543.00 
E01004635,Wandsworth 028C,1767.00 ,2335.00 ,2048.00 ,1820.00 ,3787.00 ,3425.00 
E01004636,Wandsworth 028D,1600.00 ,721.00 ,4062.00 ,2021.00 ,3077.00 ,3586.00 
E01004637,Wandsworth 028E,1369.00 ,778.00 ,2559.00 ,2648.00 ,2926.00 ,3191.00 
E01004481,Wandsworth 029A,605.00 ,2726.00 ,2711.00 ,670.00 ,4644.00 ,3694.00 
E01004488,Wandsworth 029B,702.00 ,1054.00 ,3818.00 ,2236.00 ,3936.00 ,4116.00 
E01004547,Wandsworth 029C,852.00 ,448.00 ,4469.00 ,2052.00 ,3210.00 ,3850.00 
E01004548,Wandsworth 029D,1810.00 ,4437.00 ,1709.00 ,1284.00 ,4773.00 ,3412.00 
E01004482,Wandsworth 030A,926.00 ,1745.00 ,3889.00 ,952.00 ,3922.00 ,3534.00 
