Codes,Names, Census_Population_All Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income
E01001542,Enfield 008E,1571.00 ,18.43 ,193750.00 ,7.41 ,367.00 ,36740.30 
E01001543,Enfield 009C,1672.00 ,20.81 ,323000.00 ,5.24 ,339.00 ,52443.84 
E01001544,Enfield 009D,1597.00 ,30.32 ,355000.00 ,5.49 ,426.00 ,54380.28 
E01001545,Enfield 002B,1843.00 ,34.51 ,163500.00 ,12.52 ,193.00 ,26508.86 
E01001546,Enfield 001C,1783.00 ,23.86 ,225000.00 ,10.56 ,244.00 ,31858.10 
E01001547,Enfield 002C,1758.00 ,24.87 ,227500.00 ,10.66 ,270.00 ,31454.69 
E01001548,Enfield 002D,1819.00 ,29.97 ,200000.00 ,10.22 ,266.00 ,30380.58 
E01001549,Enfield 006D,1975.00 ,32.05 ,147500.00 ,16.11 ,235.00 ,24399.58 
E01001550,Enfield 006E,1661.00 ,21.76 ,228000.00 ,12.35 ,207.00 ,31341.33 
E01001551,Enfield 002E,1733.00 ,30.62 ,230000.00 ,12.69 ,223.00 ,28478.29 
E01001552,Enfield 001D,1805.00 ,28.05 ,241000.00 ,6.54 ,278.00 ,35245.46 
E01001553,Enfield 037B,1597.00 ,20.05 ,185000.00 ,12.35 ,204.00 ,26744.91 
E01001554,Enfield 037C,1791.00 ,12.08 ,106250.00 ,13.08 ,241.00 ,23081.77 
E01001555,Enfield 033C,1783.00 ,13.99 ,204000.00 ,13.31 ,284.00 ,28435.69 
E01001556,Enfield 035E,1579.00 ,21.70 ,284000.00 ,8.53 ,320.00 ,35123.69 
E01001557,Enfield 033D,1586.00 ,12.87 ,201000.00 ,9.07 ,256.00 ,30661.77 
E01001558,Enfield 033E,1613.00 ,14.88 ,190500.00 ,11.82 ,233.00 ,26030.49 
E01001559,Enfield 033F,2051.00 ,92.20 ,180000.00 ,11.82 ,346.00 ,28396.00 
E01001560,Enfield 035F,1599.00 ,26.42 ,230000.00 ,10.34 ,271.00 ,31471.97 
E01001562,Enfield 037D,1716.00 ,14.25 ,123750.00 ,14.83 ,290.00 ,26169.13 
E01001563,Enfield 029C,1615.00 ,19.46 ,203500.00 ,5.50 ,544.00 ,48926.09 
E01001564,Enfield 022B,1666.00 ,23.13 ,370000.00 ,4.79 ,642.00 ,63369.14 
E01001565,Enfield 029D,1636.00 ,22.31 ,335000.00 ,6.25 ,585.00 ,49976.00 
E01001566,Enfield 029E,1721.00 ,19.86 ,274000.00 ,5.36 ,689.00 ,62585.41 
E01001567,Enfield 022C,1583.00 ,30.99 ,557000.00 ,4.76 ,580.00 ,66966.40 
E01001568,Enfield 022D,1583.00 ,89.82 ,625000.00 ,4.91 ,501.00 ,68191.56 
E01001569,Enfield 022E,1744.00 ,29.44 ,332000.00 ,3.00 ,671.00 ,56785.99 
E01001570,Enfield 026E,1855.00 ,40.66 ,380500.00 ,6.33 ,477.00 ,45063.21 
E01001571,Greenwich 008A,1639.00 ,14.81 ,188000.00 ,7.14 ,325.00 ,39603.03 
E01001572,Greenwich 008B,1711.00 ,16.84 ,177000.00 ,7.55 ,380.00 ,40815.81 
E01001573,Greenwich 008C,1505.00 ,13.82 ,189250.00 ,7.16 ,291.00 ,38918.97 
E01001574,Greenwich 008D,1769.00 ,100.53 ,157000.00 ,15.92 ,277.00 ,29731.95 
E01001575,Greenwich 003A,1707.00 ,21.88 ,161000.00 ,12.90 ,258.00 ,30573.66 
E01001576,Greenwich 003B,1739.00 ,23.87 ,162000.00 ,14.74 ,235.00 ,30390.98 
E01001577,Greenwich 003C,1857.00 ,21.11 ,153500.00 ,11.34 ,318.00 ,30461.90 
E01001578,Greenwich 003D,2131.00 ,27.17 ,156000.00 ,11.76 ,422.00 ,35360.97 
E01001579,Greenwich 003E,1646.00 ,25.26 ,173000.00 ,11.25 ,270.00 ,32659.12 
E01001580,Greenwich 021A,1642.00 ,29.76 ,442500.00 ,3.34 ,955.00 ,76755.67 
E01001581,Greenwich 016A,1693.00 ,20.88 ,350000.00 ,4.63 ,683.00 ,55584.63 
E01001582,Greenwich 021B,1475.00 ,34.22 ,310000.00 ,7.36 ,559.00 ,55374.54 
E01001583,Greenwich 021C,1603.00 ,29.32 ,280000.00 ,3.22 ,844.00 ,75058.79 
E01001584,Greenwich 021D,1549.00 ,32.83 ,415000.00 ,2.68 ,853.00 ,82184.29 
E01001585,Greenwich 016B,1532.00 ,17.92 ,390000.00 ,5.06 ,690.00 ,71581.06 
E01001586,Greenwich 016C,1491.00 ,21.39 ,217000.00 ,9.10 ,648.00 ,55629.37 
E01001587,Greenwich 016D,1890.00 ,27.41 ,377500.00 ,4.62 ,963.00 ,68375.19 
E01001588,Greenwich 012A,1692.00 ,52.12 ,250000.00 ,7.32 ,414.00 ,36899.74 
E01001589,Greenwich 012B,1604.00 ,21.07 ,223000.00 ,9.29 ,434.00 ,37763.36 
E01001590,Greenwich 014A,1777.00 ,15.55 ,333500.00 ,7.30 ,628.00 ,50753.28 
E01001591,Greenwich 012C,2040.00 ,20.18 ,225250.00 ,11.38 ,449.00 ,33418.90 
E01001592,Greenwich 014B,1718.00 ,23.94 ,250000.00 ,5.75 ,683.00 ,59814.00 
E01001593,Greenwich 014C,1638.00 ,18.56 ,350000.00 ,4.02 ,717.00 ,66402.17 
E01001594,Greenwich 014D,1937.00 ,14.99 ,180000.00 ,9.48 ,478.00 ,33405.49 
E01001595,Greenwich 012D,1979.00 ,36.99 ,247500.00 ,11.20 ,380.00 ,35076.06 
E01001596,Greenwich 032A,1564.00 ,29.31 ,281246.00 ,3.51 ,319.00 ,61258.12 
E01001597,Greenwich 031A,1560.00 ,32.42 ,250000.00 ,4.97 ,375.00 ,52970.40 
E01001598,Greenwich 031B,1587.00 ,46.52 ,287500.00 ,5.28 ,409.00 ,55047.24 
E01001599,Greenwich 032B,1701.00 ,45.42 ,276000.00 ,6.02 ,290.00 ,47200.60 
E01001600,Greenwich 032C,1561.00 ,30.30 ,256000.00 ,7.35 ,339.00 ,50081.66 
E01001601,Greenwich 032D,1561.00 ,24.18 ,287000.00 ,3.46 ,320.00 ,56618.43 
E01001602,Greenwich 031C,1873.00 ,25.69 ,222500.00 ,10.33 ,225.00 ,36043.20 
E01001603,Greenwich 031D,1655.00 ,21.02 ,195000.00 ,10.96 ,207.00 ,33425.11 
E01001604,Greenwich 027A,1440.00 ,23.72 ,341000.00 ,3.94 ,449.00 ,65401.34 
E01001605,Greenwich 023A,1584.00 ,66.13 ,257500.00 ,4.40 ,318.00 ,61070.53 
E01001606,Greenwich 023B,1637.00 ,21.09 ,250000.00 ,3.35 ,411.00 ,60031.78 
E01001607,Greenwich 027B,1474.00 ,21.14 ,292000.00 ,6.92 ,349.00 ,51585.00 
E01001608,Greenwich 027C,1454.00 ,47.17 ,418000.00 ,4.92 ,512.00 ,73463.62 
E01001609,Greenwich 027D,1602.00 ,33.62 ,268000.00 ,6.66 ,464.00 ,51320.92 
E01001610,Greenwich 023C,1669.00 ,22.09 ,224750.00 ,5.75 ,401.00 ,50239.86 
E01001611,Greenwich 023D,1659.00 ,20.11 ,233500.00 ,6.73 ,333.00 ,45280.60 
E01001613,Greenwich 028A,1586.00 ,73.06 ,200000.00 ,6.59 ,388.00 ,43255.94 
E01001614,Greenwich 028B,1409.00 ,88.61 ,350000.00 ,3.93 ,316.00 ,68858.55 
E01001615,Greenwich 028C,1519.00 ,95.48 ,183500.00 ,6.52 ,505.00 ,48573.63 
E01001617,Greenwich 028D,1574.00 ,69.39 ,216000.00 ,5.93 ,346.00 ,52430.06 
E01001618,Greenwich 030C,1604.00 ,34.78 ,238750.00 ,8.21 ,242.00 ,39549.34 
E01001619,Greenwich 030D,1880.00 ,32.24 ,215500.00 ,5.93 ,440.00 ,49513.96 
E01001620,Greenwich 025A,1591.00 ,26.07 ,220500.00 ,10.67 ,221.00 ,34538.81 
E01001621,Greenwich 025B,1491.00 ,36.67 ,235000.00 ,9.30 ,313.00 ,38492.13 
E01001623,Greenwich 025C,1696.00 ,27.66 ,215000.00 ,9.63 ,351.00 ,39246.89 
E01001624,Greenwich 025D,1551.00 ,22.44 ,243250.00 ,6.36 ,267.00 ,41939.72 
E01001625,Greenwich 025E,1577.00 ,26.98 ,185000.00 ,10.62 ,182.00 ,32431.72 
E01001629,Greenwich 009A,2176.00 ,20.55 ,175000.00 ,11.87 ,428.00 ,30527.49 
E01001631,Greenwich 007B,2072.00 ,19.70 ,140000.00 ,13.60 ,370.00 ,28619.45 
E01001632,Greenwich 007C,2319.00 ,12.05 ,168000.00 ,9.76 ,556.00 ,35650.35 
E01001633,Greenwich 009B,1607.00 ,11.52 ,186500.00 ,12.53 ,304.00 ,31323.65 
E01001634,Greenwich 009C,1714.00 ,11.61 ,142500.00 ,14.17 ,229.00 ,29055.42 
E01001635,Greenwich 007D,1661.00 ,21.08 ,175000.00 ,12.31 ,401.00 ,37946.20 
E01001636,Greenwich 007E,1722.00 ,12.49 ,202500.00 ,13.68 ,383.00 ,35244.29 
E01001637,Greenwich 009D,1703.00 ,18.56 ,215000.00 ,10.67 ,405.00 ,34759.83 
E01001638,Greenwich 038A,1974.00 ,10.84 ,177500.00 ,10.69 ,516.00 ,34715.00 
E01001640,Greenwich 035A,2334.00 ,13.76 ,250000.00 ,11.41 ,599.00 ,33590.73 
E01001641,Greenwich 038B,1755.00 ,37.19 ,485000.00 ,5.23 ,827.00 ,63035.96 
E01001642,Greenwich 038C,1781.00 ,119.59 ,787500.00 ,3.08 ,993.00 ,85831.20 
E01001644,Greenwich 038D,2212.00 ,19.06 ,267500.00 ,4.16 ,1135.00 ,61234.76 
E01001645,Greenwich 022A,1697.00 ,29.01 ,183000.00 ,7.27 ,356.00 ,38685.68 
E01001646,Greenwich 019A,2829.00 ,21.10 ,196225.00 ,7.89 ,814.00 ,39424.88 
E01001647,Greenwich 022B,1491.00 ,34.65 ,270000.00 ,7.54 ,383.00 ,47979.76 
E01001648,Greenwich 022C,1751.00 ,41.67 ,236250.00 ,6.97 ,529.00 ,51144.98 
E01001649,Greenwich 022D,1530.00 ,33.23 ,200000.00 ,7.66 ,245.00 ,36870.71 
E01001650,Greenwich 019B,1733.00 ,20.85 ,237500.00 ,7.80 ,320.00 ,35184.57 
E01001651,Greenwich 019C,1714.00 ,30.67 ,192500.00 ,10.77 ,333.00 ,33360.62 
E01001652,Greenwich 019D,1555.00 ,26.61 ,303500.00 ,4.32 ,532.00 ,53487.32 
E01001653,Greenwich 029A,1547.00 ,26.62 ,153000.00 ,12.30 ,168.00 ,32065.65 
E01001654,Greenwich 029B,1546.00 ,30.11 ,189500.00 ,10.52 ,202.00 ,33760.20 
E01001655,Greenwich 029C,1465.00 ,43.46 ,155250.00 ,11.17 ,183.00 ,31359.20 
E01001656,Greenwich 034A,1272.00 ,27.60 ,438675.00 ,6.65 ,491.00 ,57825.19 
E01001657,Greenwich 034B,1547.00 ,40.44 ,453000.00 ,4.46 ,667.00 ,71620.05 
E01001658,Greenwich 034C,1549.00 ,43.46 ,190000.00 ,7.05 ,464.00 ,48131.70 
E01001659,Greenwich 034D,1454.00 ,37.79 ,375000.00 ,6.36 ,430.00 ,53475.53 
E01001660,Greenwich 029D,1600.00 ,33.48 ,280000.00 ,11.02 ,259.00 ,35989.88 
E01001661,Greenwich 029E,1525.00 ,45.50 ,177475.00 ,8.18 ,255.00 ,37281.29 
E01001662,Greenwich 037A,1608.00 ,23.60 ,373000.00 ,3.64 ,767.00 ,64893.95 
E01001664,Greenwich 037B,1870.00 ,15.58 ,472500.00 ,5.52 ,852.00 ,62083.29 
E01001665,Greenwich 037C,1867.00 ,18.64 ,395000.00 ,6.27 ,820.00 ,58477.89 
E01001666,Greenwich 036A,1470.00 ,43.16 ,260000.00 ,4.91 ,489.00 ,40798.70 
E01001667,Greenwich 036B,1564.00 ,136.33 ,223000.00 ,10.79 ,372.00 ,32917.81 
E01001668,Greenwich 036C,2269.00 ,23.18 ,275000.00 ,7.42 ,733.00 ,41985.13 
E01001669,Greenwich 033A,1874.00 ,50.41 ,177000.00 ,9.66 ,324.00 ,34659.29 
E01001671,Greenwich 033B,1578.00 ,19.57 ,162100.00 ,8.36 ,337.00 ,37678.78 
E01001672,Greenwich 006A,2049.00 ,36.02 ,168500.00 ,10.27 ,413.00 ,33109.73 
E01001673,Greenwich 006B,1892.00 ,17.45 ,167000.00 ,16.68 ,323.00 ,28457.50 
E01001674,Greenwich 006C,1973.00 ,21.43 ,190750.00 ,9.31 ,362.00 ,36031.71 
E01001675,Greenwich 006D,1980.00 ,15.52 ,178750.00 ,10.70 ,410.00 ,34136.59 
E01001676,Greenwich 033C,1791.00 ,13.14 ,192500.00 ,15.16 ,319.00 ,31614.39 
E01001677,Greenwich 006E,1948.00 ,20.06 ,175000.00 ,8.63 ,455.00 ,36772.91 
E01001678,Greenwich 017A,1667.00 ,26.18 ,190000.00 ,6.35 ,297.00 ,43840.42 
E01001679,Greenwich 020A,1346.00 ,21.31 ,214995.00 ,5.62 ,359.00 ,52670.41 
E01001680,Greenwich 020B,1573.00 ,60.85 ,276250.00 ,6.50 ,480.00 ,64495.39 
E01001681,Greenwich 020C,1224.00 ,15.60 ,190000.00 ,7.77 ,377.00 ,48673.83 
E01001682,Greenwich 020D,1333.00 ,87.02 ,231500.00 ,6.47 ,390.00 ,55949.44 
E01001683,Greenwich 017B,1519.00 ,13.33 ,225000.00 ,10.49 ,361.00 ,39748.04 
E01001684,Greenwich 017C,1472.00 ,118.57 ,205000.00 ,9.68 ,250.00 ,37749.02 
E01001685,Greenwich 017D,1522.00 ,18.13 ,168000.00 ,9.60 ,308.00 ,38758.89 
E01001686,Greenwich 020E,1777.00 ,16.99 ,180000.00 ,11.43 ,505.00 ,39326.91 
E01001687,Greenwich 002A,1206.00 ,41.55 ,150500.00 ,8.88 ,252.00 ,34236.63 
E01001688,Greenwich 002B,2623.00 ,35.48 ,161000.00 ,10.48 ,675.00 ,37835.51 
E01001690,Greenwich 001A,1932.00 ,13.64 ,157500.00 ,10.34 ,372.00 ,32626.30 
E01001692,Greenwich 001B,1391.00 ,7.43 ,157000.00 ,14.66 ,239.00 ,31261.51 
E01001693,Greenwich 001C,1558.00 ,13.63 ,170000.00 ,13.06 ,255.00 ,30512.93 
E01001694,Greenwich 001D,1685.00 ,38.36 ,149250.00 ,9.69 ,382.00 ,36088.43 
E01001695,Greenwich 011A,1626.00 ,10.01 ,192000.00 ,12.69 ,296.00 ,28912.47 
E01001696,Greenwich 011B,1350.00 ,14.11 ,170000.00 ,13.31 ,208.00 ,26332.55 
E01001697,Greenwich 011C,2094.00 ,15.21 ,200000.00 ,12.02 ,483.00 ,32611.23 
E01001698,Greenwich 015A,1777.00 ,12.87 ,133000.00 ,14.77 ,347.00 ,31044.39 
E01001699,Greenwich 015B,1848.00 ,68.71 ,117000.00 ,8.67 ,350.00 ,33537.34 
E01001700,Greenwich 011D,2019.00 ,14.34 ,161500.00 ,10.82 ,461.00 ,33653.26 
E01001701,Greenwich 015C,1524.00 ,95.82 ,189000.00 ,11.79 ,314.00 ,42342.75 
E01001702,Greenwich 015D,1676.00 ,8.48 ,152000.00 ,14.78 ,204.00 ,30549.42 
E01001703,Greenwich 011E,1934.00 ,8.50 ,153000.00 ,17.71 ,335.00 ,26768.99 
E01001704,Greenwich 011F,1651.00 ,13.98 ,220000.00 ,9.62 ,420.00 ,39605.52 
E01001705,Greenwich 005A,1993.00 ,17.60 ,81500.00 ,14.56 ,364.00 ,29233.02 
E01001706,Greenwich 005B,1340.00 ,11.21 ,108000.00 ,13.61 ,246.00 ,31480.11 
E01001708,Greenwich 005C,1595.00 ,17.72 ,316500.00 ,10.16 ,488.00 ,46249.07 
E01001709,Greenwich 004B,1170.00 ,77.26 ,129500.00 ,12.96 ,229.00 ,31734.56 
E01001710,Greenwich 005D,1694.00 ,8.60 ,163000.00 ,16.64 ,263.00 ,26331.00 
E01001711,Greenwich 004C,1413.00 ,17.40 ,120000.00 ,8.09 ,424.00 ,37219.91 
E01001712,Greenwich 004D,2137.00 ,16.70 ,88500.00 ,12.09 ,461.00 ,32361.89 
E01001713,Greenwich 005E,1748.00 ,10.15 ,0.00 ,17.02 ,252.00 ,28880.27 
E01001714,Hackney 002A,1490.00 ,15.04 ,279500.00 ,10.35 ,380.00 ,32102.90 
E01001715,Hackney 007A,1321.00 ,7.65 ,330000.00 ,5.89 ,783.00 ,54585.82 
E01001716,Hackney 007B,1318.00 ,8.03 ,240000.00 ,6.80 ,544.00 ,36976.54 
E01001717,Hackney 007C,1222.00 ,9.77 ,376000.00 ,7.36 ,446.00 ,50050.45 
E01001718,Hackney 007D,1787.00 ,10.39 ,325000.00 ,3.36 ,1110.00 ,63800.44 
E01001719,Hackney 007E,1139.00 ,6.36 ,230000.00 ,7.53 ,369.00 ,35309.94 
E01001720,Hackney 007F,1736.00 ,10.07 ,340000.00 ,3.94 ,1023.00 ,62979.78 
E01001722,Hackney 029A,2028.00 ,10.58 ,274850.00 ,11.12 ,517.00 ,34402.13 
E01001723,Hackney 006A,1944.00 ,11.82 ,337500.00 ,7.31 ,668.00 ,50735.49 
E01001724,Hackney 006B,2219.00 ,11.65 ,260000.00 ,6.06 ,976.00 ,44066.71 
E01001725,Hackney 004A,1909.00 ,9.45 ,410000.00 ,11.16 ,344.00 ,45068.13 
E01001726,Hackney 004B,1357.00 ,5.07 ,175000.00 ,14.03 ,232.00 ,31864.63 
E01001727,Hackney 006C,1920.00 ,10.67 ,337500.00 ,6.01 ,472.00 ,51902.43 
E01001728,Hackney 029B,2015.00 ,9.14 ,182500.00 ,12.15 ,208.00 ,36196.82 
E01001729,Hackney 019A,2021.00 ,12.76 ,145000.00 ,15.63 ,464.00 ,29303.31 
E01001730,Hackney 019B,1921.00 ,13.07 ,0.00 ,16.92 ,333.00 ,27965.81 
E01001731,Hackney 017A,2300.00 ,17.34 ,190000.00 ,11.90 ,790.00 ,34017.89 
E01001732,Hackney 019C,1715.00 ,6.47 ,145614.00 ,18.22 ,340.00 ,28386.19 
E01001733,Hackney 015A,1822.00 ,14.53 ,410000.00 ,8.99 ,683.00 ,42268.35 
E01001734,Hackney 017B,1821.00 ,13.43 ,287000.00 ,11.30 ,725.00 ,37230.84 
E01001735,Hackney 019D,1632.00 ,13.34 ,275000.00 ,8.47 ,553.00 ,38345.68 
E01001736,Hackney 012A,1656.00 ,8.97 ,359497.50 ,6.67 ,753.00 ,56445.54 
E01001737,Hackney 012B,1842.00 ,10.02 ,360000.00 ,6.35 ,903.00 ,63174.98 
E01001738,Hackney 012C,1758.00 ,9.11 ,270000.00 ,6.34 ,796.00 ,54143.14 
E01001739,Hackney 012D,2090.00 ,12.20 ,350000.00 ,6.16 ,1021.00 ,60420.84 
E01001740,Hackney 014A,1566.00 ,8.65 ,215000.00 ,13.03 ,399.00 ,31292.69 
E01001741,Hackney 009A,1490.00 ,8.69 ,570133.00 ,3.52 ,732.00 ,67263.80 
E01001742,Hackney 008A,1810.00 ,12.51 ,353750.00 ,6.35 ,703.00 ,43727.24 
E01001744,Hackney 021B,1879.00 ,13.52 ,345000.00 ,6.23 ,672.00 ,40734.56 
E01001745,Hackney 016A,2249.00 ,11.22 ,239500.00 ,11.43 ,692.00 ,32724.76 
E01001746,Hackney 016B,1656.00 ,4.91 ,285000.00 ,15.55 ,320.00 ,31014.16 
E01001747,Hackney 014B,2137.00 ,14.23 ,283000.00 ,8.01 ,915.00 ,43072.53 
E01001748,Hackney 020A,2306.00 ,17.69 ,262000.00 ,8.42 ,1090.00 ,43469.78 
E01001749,Hackney 020B,1717.00 ,10.65 ,322000.00 ,6.03 ,898.00 ,56686.73 
E01001750,Hackney 021C,1838.00 ,14.57 ,320000.00 ,6.04 ,743.00 ,44880.41 
E01001751,Hackney 021D,1547.00 ,15.37 ,590000.00 ,3.61 ,959.00 ,80911.61 
E01001752,Hackney 025A,2307.00 ,12.78 ,470000.00 ,6.45 ,1138.00 ,49006.43 
E01001753,Hackney 025B,1629.00 ,7.47 ,312500.00 ,17.16 ,379.00 ,30629.04 
E01001754,Hackney 025C,2379.00 ,12.23 ,312550.00 ,9.40 ,870.00 ,36664.04 
E01001755,Hackney 025D,1788.00 ,10.18 ,250000.00 ,11.53 ,449.00 ,32701.52 
E01001756,Hackney 021E,2155.00 ,16.22 ,298500.00 ,6.42 ,1163.00 ,55961.50 
E01001757,Hackney 016C,1717.00 ,4.98 ,154000.00 ,13.50 ,376.00 ,30538.91 
E01001758,Hackney 016D,2087.00 ,12.49 ,220000.00 ,11.86 ,610.00 ,32621.88 
E01001759,Hackney 016E,1804.00 ,10.31 ,275000.00 ,11.54 ,666.00 ,37396.05 
E01001760,Hackney 017C,1754.00 ,14.42 ,250000.00 ,11.56 ,598.00 ,36316.99 
E01001761,Hackney 016F,1779.00 ,10.72 ,280000.00 ,10.11 ,620.00 ,34661.38 
E01001762,Hackney 017D,1765.00 ,14.23 ,325000.00 ,8.12 ,825.00 ,43690.29 
E01001763,Hackney 020C,1642.00 ,10.86 ,425000.00 ,12.58 ,648.00 ,43215.09 
E01001764,Hackney 010A,1688.00 ,10.51 ,246100.00 ,10.07 ,593.00 ,37717.14 
E01001765,Hackney 010B,1717.00 ,12.57 ,223000.00 ,18.41 ,309.00 ,28076.76 
E01001767,Hackney 010D,1603.00 ,10.59 ,330000.00 ,10.43 ,591.00 ,41595.45 
E01001768,Hackney 006D,1825.00 ,10.17 ,355000.00 ,7.42 ,783.00 ,49415.39 
E01001769,Hackney 006E,1594.00 ,12.35 ,278000.00 ,10.05 ,645.00 ,47800.37 
E01001770,Hackney 010E,1738.00 ,12.95 ,247750.00 ,13.94 ,474.00 ,31996.71 
E01001772,Hackney 024A,1046.00 ,6.56 ,220000.00 ,15.26 ,236.00 ,28754.81 
E01001773,Hackney 025E,2052.00 ,12.21 ,280000.00 ,10.54 ,688.00 ,34392.55 
E01001774,Hackney 024B,2095.00 ,17.96 ,265000.00 ,8.46 ,808.00 ,37147.25 
E01001775,Hackney 024C,1776.00 ,12.68 ,280000.00 ,13.01 ,441.00 ,29838.31 
E01001776,Hackney 025F,1439.00 ,10.16 ,332500.00 ,13.25 ,381.00 ,29431.15 
E01001777,Hackney 027B,2358.00 ,15.44 ,295000.00 ,8.21 ,845.00 ,34459.44 
E01001779,Hackney 026A,2437.00 ,13.86 ,330000.00 ,8.92 ,867.00 ,36204.34 
E01001780,Hackney 027D,1825.00 ,10.97 ,275000.00 ,11.68 ,629.00 ,34869.60 
E01001781,Hackney 026B,1667.00 ,15.13 ,250000.00 ,17.30 ,407.00 ,27690.67 
E01001782,Hackney 026C,2300.00 ,13.67 ,425000.00 ,7.55 ,1014.00 ,49492.29 
E01001783,Hackney 026D,1897.00 ,6.14 ,195000.00 ,16.52 ,466.00 ,29561.12 
E01001784,Hackney 027E,2273.00 ,7.60 ,253500.00 ,9.67 ,629.00 ,32733.52 
E01001785,Hackney 015B,1486.00 ,9.06 ,385000.00 ,11.08 ,487.00 ,36957.35 
E01001786,Hackney 013A,1825.00 ,113.08 ,166000.00 ,15.23 ,312.00 ,29343.63 
E01001787,Hackney 013B,1589.00 ,22.23 ,236000.00 ,17.38 ,225.00 ,27438.93 
E01001788,Hackney 013C,1582.00 ,11.45 ,162500.00 ,17.07 ,293.00 ,28895.86 
E01001789,Hackney 015C,1739.00 ,9.67 ,360000.00 ,9.68 ,613.00 ,43375.42 
E01001790,Hackney 013D,1343.00 ,5.51 ,142500.00 ,16.90 ,242.00 ,28106.42 
E01001791,Hackney 015D,1534.00 ,10.41 ,380750.00 ,14.58 ,357.00 ,34920.77 
E01001792,Hackney 011A,1780.00 ,17.53 ,400000.00 ,9.76 ,596.00 ,40559.40 
E01001793,Hackney 011B,1685.00 ,16.01 ,425000.00 ,10.57 ,662.00 ,42613.21 
E01001794,Hackney 011C,1909.00 ,12.75 ,330000.00 ,9.06 ,680.00 ,49703.63 
E01001795,Hackney 011D,1464.00 ,10.15 ,187500.00 ,12.82 ,617.00 ,45248.52 
E01001796,Hackney 011E,1647.00 ,9.18 ,342000.00 ,10.54 ,620.00 ,37091.89 
E01001798,Hackney 028A,1785.00 ,10.51 ,192500.00 ,15.48 ,374.00 ,30690.20 
E01001799,Hackney 003A,1582.00 ,10.60 ,225000.00 ,8.11 ,346.00 ,51426.07 
E01001800,Hackney 004C,1597.00 ,8.48 ,232500.00 ,11.18 ,263.00 ,33115.60 
E01001801,Hackney 008B,1664.00 ,14.78 ,210250.00 ,8.70 ,395.00 ,40916.42 
E01001802,Hackney 003B,1294.00 ,10.48 ,226000.00 ,9.19 ,291.00 ,37279.69 
E01001803,Hackney 008C,1863.00 ,16.40 ,367500.00 ,5.51 ,776.00 ,58259.43 
E01001804,Hackney 003C,1528.00 ,11.08 ,390000.00 ,6.67 ,325.00 ,46895.23 
E01001805,Hackney 009B,1206.00 ,14.74 ,270105.00 ,6.94 ,562.00 ,52675.82 
E01001806,Hackney 008D,1546.00 ,32.58 ,249950.00 ,8.48 ,643.00 ,45524.17 
E01001807,Hackney 003D,1806.00 ,11.72 ,343000.00 ,11.80 ,445.00 ,39664.15 
E01001808,Hackney 001A,1838.00 ,12.70 ,307000.00 ,8.07 ,241.00 ,45004.00 
E01001809,Hackney 001B,1977.00 ,11.41 ,450000.00 ,9.72 ,317.00 ,41919.00 
E01001811,Hackney 002D,1503.00 ,8.48 ,320000.00 ,13.51 ,230.00 ,26507.29 
E01001812,Hackney 003E,1746.00 ,24.70 ,251000.00 ,10.94 ,384.00 ,39106.91 
E01001813,Hackney 002E,1250.00 ,9.78 ,160000.00 ,12.78 ,258.00 ,26072.84 
E01001814,Hackney 001C,1660.00 ,11.40 ,245000.00 ,8.77 ,360.00 ,40802.63 
E01001815,Hackney 024D,1774.00 ,10.90 ,345000.00 ,13.74 ,500.00 ,32286.48 
E01001816,Hackney 020D,1625.00 ,13.63 ,671000.00 ,9.48 ,618.00 ,47390.19 
E01001819,Hackney 020E,1577.00 ,13.60 ,475500.00 ,7.91 ,661.00 ,54554.27 
E01001820,Hackney 024E,1463.00 ,8.48 ,250000.00 ,12.55 ,394.00 ,33488.15 
E01001821,Hackney 024F,1460.00 ,6.87 ,275000.00 ,12.82 ,364.00 ,30217.29 
E01001822,Hackney 029C,1785.00 ,8.40 ,270000.00 ,14.98 ,277.00 ,30212.83 
E01001823,Hackney 001D,1765.00 ,15.08 ,212497.50 ,13.99 ,253.00 ,40170.47 
E01001824,Hackney 004D,1517.00 ,21.57 ,240500.00 ,14.49 ,212.00 ,33435.77 
E01001825,Hackney 001E,1598.00 ,10.62 ,207500.00 ,9.40 ,150.00 ,49614.45 
E01001826,Hackney 004E,1740.00 ,11.28 ,335000.00 ,10.65 ,244.00 ,35072.75 
E01001827,Hackney 029D,1916.00 ,17.16 ,167500.00 ,14.37 ,239.00 ,32348.40 
E01001828,Hackney 028B,2057.00 ,11.12 ,175000.00 ,15.85 ,439.00 ,31298.91 
E01001829,Hackney 009C,1794.00 ,11.16 ,475000.00 ,5.28 ,893.00 ,71347.16 
E01001830,Hackney 014C,1904.00 ,10.32 ,368495.00 ,10.47 ,654.00 ,35005.90 
E01001831,Hackney 009D,1677.00 ,11.07 ,357500.00 ,5.38 ,756.00 ,48529.22 
E01001832,Hackney 009E,1619.00 ,10.20 ,485000.00 ,7.86 ,710.00 ,47935.42 
E01001833,Hackney 014D,2143.00 ,11.61 ,347500.00 ,9.28 ,870.00 ,40746.84 
E01001834,Hackney 014E,2059.00 ,9.51 ,295500.00 ,7.39 ,984.00 ,46737.21 
E01001835,Hackney 014F,1249.00 ,7.32 ,328500.00 ,6.09 ,614.00 ,57176.38 
