lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01001907,Hammersmith and Fulham 022D,405,7201,607,1905,2409,701,3304,1501,85,305,604,301,201,15,6106,3804,6203,9,101,5,207,4,5,2103,1003,2502,2508,1301,3302,9408,502,7,4,3609,5804,995000,801,406,705,102,709,6104,903,404,402,403,9105,9006,603,301,3703,4906,1201,101,0,8,406,58816
E01001935,Hammersmith and Fulham 023A,602,7609,1008,1209,20,1008,3106,2407,7804,409,507,709,301,2106,6507,3403,6205,3,8,6,506,2,4,2201,705,1606,2307,3006,27,9408,502,101,206,3004,66,456500,1201,509,903,9,1101,5304,703,407,607,508,8706,8503,10,408,4305,4606,9,8,2,7,304,44894
E01001939,Hammersmith and Fulham 023C,604,7209,3205,908,20,1501,4102,1308,6608,606,1009,1109,307,3302,60,40,5602,109,3,7,909,1,3,2108,809,1603,1202,4103,18,9207,703,7,303,1109,84,460000,1505,13,905,8,1509,3602,9,2105,603,609,8607,8402,1006,502,4907,4108,608,103,3,6,307,36020
E01032788,Hammersmith and Fulham 023D,801,7601,1107,1009,1409,20,3109,2204,6903,603,705,1402,206,3007,6705,3205,5704,5,101,2,602,6,5,24,905,1305,2008,3507,2806,9105,805,105,305,2301,72,480000,1307,802,1008,102,904,4804,802,601,605,605,87,8604,808,408,51,4005,801,4,0,6,308,35752
E01032789,Hammersmith and Fulham 023E,502,7901,3,1104,1609,1109,4402,1505,5509,603,1505,1204,909,4401,45,55,5307,102,1,103,1302,1,4,2104,706,906,1707,3007,3301,9206,704,2,0,5,9904,407450,508,604,607,5,904,5901,1201,1003,303,404,9203,9202,405,303,5907,3605,207,7,3,5,4,40775
E01032790,Hammersmith and Fulham 023F,406,6901,709,1202,1801,1301,4207,1308,58,702,1008,1403,907,42,4901,5009,5403,8,9,106,17,1,4,1502,907,1609,1404,3005,3308,8804,1106,3,3,109,9705,650000,1108,702,707,5,902,5105,1202,1004,502,502,8906,8805,705,4,4704,44,7,104,2,6,308,44715
E01001915,Hammersmith and Fulham 024A,4,6406,4203,2204,2001,601,3402,1703,8703,206,405,3,207,1207,6404,3506,6707,3,1,105,208,0,4,1902,8,3109,2304,15,2605,9504,406,107,3008,608,6008,618000,707,302,802,4,907,6107,9,408,403,407,9101,8809,802,209,3504,4001,1907,309,8,1,402,63393
E01001916,Hammersmith and Fulham 024B,304,6209,3508,12,2909,306,4207,1108,9006,205,305,8,206,904,6506,3404,6905,105,4,1,109,0,6,1807,604,4604,1709,205,27,9001,909,107,1309,608,7609,760000,407,306,1201,9,11,6007,609,304,503,7,8707,8803,901,206,3101,4603,1706,308,103,1,504,67757
E01001926,Hammersmith and Fulham 024C,309,7208,901,1901,2509,407,3008,1904,8704,405,506,104,1,1206,6507,3403,67,3,8,4,102,4,3,2201,703,3203,2805,607,3008,9407,503,203,504,5103,41,1240000,509,502,705,6,1003,6304,702,503,205,305,94,92,508,201,31,5109,1307,209,5,9,4,68262
E01001952,Hammersmith and Fulham 024D,406,8305,907,708,2004,504,3901,2703,7908,403,609,501,4,2002,5701,4209,57,9,106,4,309,1,5,2704,802,1403,1904,1601,4706,94,6,102,209,1001,8508,437000,608,307,506,9,904,6309,906,801,402,503,9005,9001,604,305,5903,3306,509,6,5,5,503,45601
E01001925,Hammersmith and Fulham 025A,309,6601,1402,26,2203,406,2902,1709,8401,502,504,209,205,1509,6107,3803,6501,6,9,104,307,1,1,19,901,3004,2706,1202,2609,9405,505,203,604,4706,4308,1580000,601,506,902,8,905,5801,1007,408,3,309,9301,92,601,2,3003,4908,1705,109,5,9,304,73712
E01001934,Hammersmith and Fulham 025B,901,7006,1802,1109,1902,1706,3405,1609,6705,509,808,1209,409,3205,6004,3906,54,8,2,4,1203,1,6,2008,9,15,1502,4409,2105,9805,105,101,302,1405,8101,699950,15,1105,1108,1,1006,39,1101,808,605,705,86,8403,1007,409,4906,3809,10,101,3,6,205,33951
E01001937,Hammersmith and Fulham 025C,502,7404,1904,18,1906,8,30,2403,8301,402,509,402,206,1609,66,34,6601,8,102,8,205,2,7,2009,609,2306,2403,1204,3704,9702,208,103,305,4401,5102,810000,902,408,709,206,1005,5804,607,6,406,307,9107,9008,604,209,3501,4808,1307,201,3,8,3,57341
E01001938,Hammersmith and Fulham 025D,605,6808,1007,1803,19,18,2806,1601,6504,609,609,1605,402,3406,6604,3306,5307,4,7,3,1402,1,7,2106,804,1001,1704,4503,1702,9904,6,108,206,2304,7203,498750,1702,908,905,103,1005,4006,11,407,504,604,8802,8503,903,504,4908,4006,803,1,3,6,303,32751
E01001969,Haringey 001A,10,7302,1404,1302,19,1404,3705,16,6305,603,1103,1405,404,3605,51,49,51,101,302,6,1104,5,6,2206,901,1108,2007,2601,3903,9807,103,404,909,13,7206,250000,1906,9,905,8,906,3701,1404,7,606,801,8503,8106,1207,507,5601,3701,507,6,5,5,406,27109
E01001971,Haringey 001B,1205,6805,1207,1403,1304,2301,3201,1701,4904,9,1007,2508,5,5006,4807,5103,4905,101,205,7,2207,2,9,1408,706,6,1303,5708,18,9902,8,209,606,1401,7605,360000,2301,1004,1307,101,1006,2409,1603,806,806,806,8208,8002,1207,701,6304,3002,6,4,0,4,503,21324
E01001974,Haringey 001C,805,7507,1706,1405,2009,905,3409,2002,6505,507,1305,1003,501,3405,4701,5209,4906,1,405,103,1103,6,8,2307,702,1904,2408,804,4502,9607,303,4,805,2804,5901,300000,1306,9,906,6,709,4309,1504,702,602,509,8709,8504,907,409,5402,3702,704,9,2,6,504,30885
E01001975,Haringey 001D,802,7807,1107,1501,2009,1006,3605,17,6701,504,908,1208,5,3209,4801,5109,5009,1,304,4,1003,3,1,2602,704,1505,2409,1107,4502,9608,302,109,5,1705,7507,212500,12,901,902,1,908,4005,1804,8,502,504,8903,8708,801,401,5005,3909,808,6,1,6,401,31082
E01002036,Haringey 002A,16,6502,1702,1605,1302,2307,3404,1202,3807,701,707,4101,504,6103,4305,5605,5005,105,1,0,2405,6,2,1207,908,1706,1709,3901,2406,9405,505,7,12,28,5207,181000,3005,1404,1207,104,901,1801,1308,9,801,706,8403,7903,1308,609,5801,3505,5,104,0,5,402,19809
E01002037,Haringey 002B,2208,6901,7906,1201,1003,2301,3905,1501,3803,607,1001,3904,506,6107,4304,5606,4809,108,102,1,2402,1,5,1305,907,805,805,5001,31,9408,502,304,607,1903,6807,165500,2706,1503,1404,109,9,1902,1205,807,806,906,8108,7604,1504,802,6207,3201,404,6,1,4,301,19372
E01002039,Haringey 002C,1807,6304,706,16,708,3501,31,1002,3906,7,701,4101,502,6004,5005,4905,4706,8,9,3,2603,1,2,1306,1001,308,503,7804,1002,9901,9,9,107,301,9403,110000,3002,1701,1405,107,704,1701,1201,1202,708,905,8207,7604,1407,809,61,3508,207,5,0,4,304,16167
E01002040,Haringey 002D,13,6504,1408,1608,1509,23,2609,1704,37,608,8,4402,4,63,4802,5108,5408,8,107,3,20,3,5,1402,704,1504,20,3105,2905,8908,1002,902,12,3902,3903,225000,2506,1308,1305,102,802,2007,1609,802,701,707,8502,8001,1403,506,5401,3704,703,102,0,6,308,22064
E01001962,Haringey 004A,508,6402,5104,3006,2102,1304,2209,1109,7107,705,708,1002,208,2803,7006,2904,3806,101,106,208,803,4,3,3801,808,2604,3807,1602,1602,9806,104,105,3006,2502,4206,399750,1104,8,1103,101,901,5104,708,606,409,603,8808,8605,904,401,2504,5504,1506,207,9,1,3,43970
E01001970,Haringey 004B,1003,7307,2101,1504,1404,2501,2504,1906,4902,604,1209,2605,5,5008,4902,5008,4805,7,307,9,1901,3,3,1806,801,807,1601,4002,2802,99,1,401,1108,20,6401,188500,1705,1109,1301,104,905,3305,1302,10,609,706,8505,8306,1008,507,4909,4204,6,102,4,6,501,25137
E01001972,Haringey 004C,808,70,2008,1402,2002,15,3805,1203,6108,703,803,1709,407,3802,5709,4201,4401,3,203,7,1506,2,7,2509,1003,1504,2208,3606,2302,9808,102,208,603,28,6208,360000,1906,805,1106,104,1005,3706,1007,707,804,806,8301,8003,1204,702,5006,4003,705,103,3,6,501,27278
E01001973,Haringey 004D,505,6803,4001,1808,2202,1504,3001,1306,65,608,1108,1209,304,35,5809,4101,49,7,309,108,1202,3,7,2206,807,2106,2206,2404,2609,97,3,201,2709,1602,5309,460000,1606,8,1102,102,11,42,909,606,509,801,86,8403,1103,404,4105,4309,1109,109,8,8,406,35540
E01002090,Haringey 005A,909,67,2206,2107,2009,2105,1902,1608,5105,605,1301,2207,602,4805,5209,4701,4705,1,203,1,2702,2,1,1202,904,1707,2401,3709,1806,9807,103,901,2203,5406,1309,250000,2906,12,1405,104,1007,1902,1206,805,907,7,8303,7905,1208,707,3204,4701,1606,306,4,9,109,23786
E01002093,Haringey 005B,1202,64,2208,18,1507,2602,2602,14,52,609,902,2609,5,48,5809,4101,5104,8,103,2,2103,3,8,14,909,704,1804,5707,13,9805,105,6,2607,3606,3007,186250,3402,1209,1309,102,803,1606,1209,705,1004,907,7908,7403,1608,809,51,3902,708,104,6,6,303,20308
E01002096,Haringey 005C,1301,6204,1804,1608,1307,2609,2708,1408,5006,708,908,2503,604,4904,5804,4106,5306,6,202,2,2202,2,5,1109,804,908,2108,5609,908,9805,105,804,2106,52,1709,228000,3001,1304,1304,101,804,2201,1104,804,1008,704,8108,77,1307,903,5008,3808,809,7,9,6,307,21635
E01002097,Haringey 005D,1406,6208,1009,1901,1205,3401,1901,1502,4505,1004,1003,2604,704,5405,5801,4109,5005,102,9,4,2401,3,2,1301,903,1008,2402,4601,1604,9803,107,703,1703,5402,2103,215500,2706,1109,1309,7,1007,2207,1205,801,706,607,8507,8008,1204,608,5204,39,706,1,0,6,4,22105
E01002091,Haringey 006A,1208,6008,2008,1408,1703,2207,2805,1607,4906,607,707,2801,709,5004,5303,4607,5108,103,4,2,2607,3,6,1004,804,1103,1803,5405,1304,9702,208,607,3101,3501,2608,219000,3605,1306,1006,1,902,1602,1209,806,1202,1003,7705,75,1508,902,4808,3806,1002,103,101,7,304,19050
E01002092,Haringey 006B,1205,6808,2006,1309,1309,2305,3304,1502,4002,7,802,3708,608,5908,4701,5209,5102,101,101,1,24,4,5,14,704,604,1707,3006,3809,99,1,403,608,1202,7606,136000,2506,1108,1405,102,907,2409,1203,709,702,607,8601,82,1108,602,61,3202,6,7,1,5,307,21122
E01002094,Haringey 006C,1204,6504,2503,1702,1709,3409,19,1009,4408,704,909,3004,705,5502,5509,4401,4907,5,206,1,2309,5,2,1301,905,1007,2003,4905,1605,9807,103,909,2405,5508,909,216000,2702,1207,1408,7,1105,2207,1004,1009,802,807,8301,7904,1308,608,4604,4207,908,101,0,7,301,22041
E01002095,Haringey 006D,1308,6507,2804,1705,1203,3206,2408,1207,4505,805,11,2805,605,5405,5804,4106,5005,105,9,5,2201,3,5,1409,807,505,1601,57,18,9701,209,908,1209,5501,2202,212500,2709,1208,1506,101,808,2203,1105,905,801,705,8404,8004,1205,701,5401,3901,506,1,2,5,302,22094
E01002098,Haringey 007A,702,7604,1906,1304,24,1008,3603,1506,6806,601,1007,11,306,3104,5708,4202,4906,104,101,103,503,9,3,3106,805,1805,2702,1607,3509,9805,105,203,505,4307,4803,284000,1203,904,806,6,1002,4703,1105,8,601,702,8607,8305,1106,409,5007,4201,605,7,2,6,609,32522
E01002101,Haringey 007B,708,7307,2006,1608,2209,909,2606,2308,6201,706,11,1304,509,3709,4202,5708,5301,9,2,5,1405,6,9,20,704,1808,3205,8,3808,9603,307,407,13,2905,5207,250000,1903,804,1203,103,8,3008,20,609,701,702,8508,8308,1005,507,4601,4208,907,101,1,7,301,27398
E01002102,Haringey 007C,805,7502,3108,1103,2107,1409,3002,2109,6003,506,1204,1409,607,3907,4203,5707,4702,1,4,2,1602,5,9,2101,809,1401,2006,1507,4801,9803,107,303,1406,1603,6506,345000,1507,1001,906,101,803,3804,1609,908,603,709,8508,82,1203,506,5408,37,702,9,1,5,309,27352
E01002105,Haringey 007D,801,7701,1301,11,2206,1305,3202,2007,6005,507,1604,1401,303,3905,3808,6102,5404,104,401,1,1203,3,4,1804,805,807,1601,2004,5208,9801,109,306,502,1909,7101,317500,1709,802,905,101,906,3501,1807,908,604,708,8507,8301,1202,407,6708,2507,507,7,1,4,607,24889
E01002099,Haringey 008A,14,6703,1508,1403,1405,2204,3301,1507,4801,701,1106,2705,507,5109,4801,5109,4509,103,203,4,2608,2,9,1309,803,503,1404,5508,2105,9805,105,4,505,1604,7401,162500,2803,905,1205,9,1001,2307,15,1008,1002,804,8104,7703,1305,903,64,3006,403,101,0,4,505,19620
E01002100,Haringey 008B,808,6909,1401,1503,1705,1709,2308,2504,4901,705,1903,1808,502,5009,48,52,4408,102,307,8,2308,8,7,1502,9,1706,2007,2702,2708,9703,207,504,1002,3409,4904,212000,2301,906,1105,101,904,2708,1703,1008,704,703,8503,81,1301,508,4802,4106,802,108,1,6,4,23799
E01002103,Haringey 008C,604,7108,1702,1606,1902,15,2406,2406,5601,701,16,1503,506,4309,4406,5504,5006,201,302,2,1509,7,4,1903,705,2006,2408,1406,3608,9803,107,703,1301,4604,3302,280000,2002,10,905,9,906,3009,19,1005,606,608,8606,8207,1205,409,4907,3805,1005,101,2,6,401,26615
E01002104,Haringey 008D,1002,7001,17,1208,2206,1904,2104,24,5209,705,1603,1802,501,4701,4905,5005,5103,109,303,208,1609,1,4,1505,708,2402,2907,21,2208,9707,203,702,1504,5607,2007,270000,2108,1007,1009,8,9,3209,1309,806,803,803,8304,7903,1406,601,4503,4205,9,208,4,7,303,25781
E01001963,Haringey 009A,606,6409,5101,2907,2605,804,2405,11,8202,501,502,504,201,1708,7504,2406,42,9,1,7,4,2,7,3503,807,3101,4108,605,1904,9809,101,209,1907,3805,3809,692500,803,504,907,102,1005,60,409,304,502,602,8806,8801,709,4,2008,5304,2302,202,4,101,3,57514
E01001964,Haringey 009B,501,7409,6302,1906,2802,903,2808,1401,7509,607,802,702,109,2401,68,32,4405,102,203,2,5,0,101,3302,1007,2007,3502,1003,3207,9704,206,206,1201,2009,6404,315000,605,804,1008,6,904,5605,708,608,302,6,9008,8905,703,302,3606,4708,1308,103,4,8,309,46617
E01001965,Haringey 009C,407,7004,1204,2907,2902,709,2504,708,8205,701,307,409,108,1705,7603,2307,4101,8,6,309,206,3,3,4009,905,25,4601,1004,1705,9806,104,101,705,4505,4509,557500,707,703,708,6,804,6302,409,307,406,508,8906,8806,702,402,2301,5702,1505,305,6,1,308,55082
E01001966,Haringey 009D,401,6505,5106,3003,2709,709,2103,1207,83,502,506,309,203,17,7609,2301,4001,4,105,609,304,6,3,3905,705,3803,3604,409,1908,9807,103,906,2907,2902,3104,677500,801,6,1105,8,905,5804,507,505,404,7,8806,8704,904,302,1805,48,2504,602,109,103,206,60698
E01002027,Haringey 010A,702,72,11,1304,1706,1808,2403,2509,5705,601,1508,1702,303,4205,4704,5206,4705,102,405,3,1807,1,9,1907,701,1502,2203,3008,3004,9802,108,6,703,5903,2702,285000,1904,906,901,1,11,3507,1401,1104,1005,7,8206,7904,1202,804,5701,3408,607,9,5,5,409,26047
E01002028,Haringey 010B,903,75,12,1206,1908,1902,2206,2507,5704,801,1205,1705,405,4206,51,49,4804,9,306,5,1507,7,4,2104,804,1603,2304,2708,3001,9806,104,606,809,5803,2603,275000,1808,10,1007,1,907,3602,1307,1106,708,803,8309,8104,1202,603,5303,3701,704,109,3,6,401,26217
E01002032,Haringey 010C,909,7109,1005,1205,12,2301,3508,1606,55,708,1203,1904,505,45,5008,4902,4604,105,109,4,1804,4,4,23,704,9,1703,5006,2003,9704,206,407,807,3806,4709,222500,2307,1103,1109,109,805,2804,1403,1001,907,703,83,8004,1104,802,6301,32,406,3,0,4,503,22386
E01002033,Haringey 010D,1305,6708,1203,1405,1701,2505,2501,1708,5208,606,15,20,506,4702,5304,4606,4907,102,207,7,1903,5,3,1803,703,1106,1706,4406,24,9903,7,805,904,5706,2405,272500,2202,11,1006,108,1102,2805,1407,1001,801,804,8305,79,1403,608,6004,3304,408,101,3,5,606,23449
E01001976,Haringey 011A,1003,6608,1003,1605,1504,2107,3009,1504,4301,704,10,3509,307,5609,44,56,5408,1,104,1,1907,5,5,1407,704,1501,2207,2803,3102,9208,702,606,706,3101,5407,191000,2302,1209,1202,1,906,2502,16,801,801,606,8503,8008,1204,608,5708,34,704,6,2,5,409,23260
E01001977,Haringey 011B,1007,6605,901,1507,1505,1905,3002,19,4503,707,1101,3104,405,5407,4302,5608,5003,1,2,7,2008,0,7,1608,707,1102,1908,3307,3104,9201,709,308,703,2301,6506,187500,2504,1104,1201,102,1001,2205,1704,708,808,7,8402,8008,1106,705,6305,3004,5,8,3,4,305,22220
E01001978,Haringey 011C,909,6704,1302,11,1304,2004,3908,1504,3807,704,1006,3703,6,6103,4408,5502,5706,1,3,2,1802,3,4,12,703,9,1608,41,2909,9509,401,4,5,20,7007,150000,2803,1107,1104,102,805,2402,1406,1003,806,903,8201,7704,1407,709,6609,2707,406,4,4,4,6,21868
E01001979,Haringey 011D,1009,71,1906,1403,1306,2008,3005,2008,4002,507,1206,32,904,5908,4301,5609,4602,102,2,3,2307,5,3,1702,805,804,1205,37,3302,9604,306,505,6,2703,6009,160000,2108,1002,1202,6,1409,2407,1506,1601,703,904,8303,8202,1103,605,6403,3004,403,8,2,4,603,20054
E01002074,Haringey 012A,1505,63,1303,14,1207,2601,3205,1406,3703,609,604,4104,8,6207,51,49,5309,8,6,9,1907,0,1,1404,904,703,1708,4308,2509,9709,201,501,809,18,6801,152250,2907,1403,1107,108,908,2004,1203,704,809,805,8206,7908,1308,604,6207,3203,405,6,0,4,404,20342
E01002077,Haringey 012B,12,6906,1401,1802,1207,3108,2306,1307,4609,604,1003,2905,608,5301,4905,5005,5309,109,205,7,1906,0,2,1406,607,504,803,5803,2207,9507,403,406,504,1304,7606,206000,2308,1406,1207,8,1403,1707,1601,2003,603,606,8701,8304,1104,502,59,35,502,3,4,5,509,18985
E01002079,Haringey 012C,11,6608,1005,20,1907,2008,1609,2206,4607,508,1104,2804,707,5303,3903,6007,5109,203,204,6,22,0,1,1503,503,2006,2705,1504,3407,9705,205,1102,1208,6105,1405,223000,2408,906,1009,101,10,2507,1709,803,504,608,8708,8209,1204,407,49,4107,8,9,4,6,405,24840
E01002081,Haringey 012D,1304,7003,1309,1204,1405,1903,3604,1704,4009,608,1208,3204,701,5901,4208,5702,4704,108,206,9,2607,2,2,1209,703,509,14,5508,2208,9609,301,608,502,1905,6805,193975,2902,1009,1108,8,1208,1808,1508,2007,1003,801,8106,7608,1408,805,6303,3102,402,101,2,4,607,17805
E01002082,Haringey 013A,1506,6608,1902,1505,1207,3102,2807,12,3304,502,804,4608,603,6606,4903,5007,4609,5,107,2,2901,0,3,1202,9,203,702,7904,801,100,0,808,905,2001,6106,0,2906,1408,1306,101,1105,1609,1205,1108,909,904,8008,7605,1401,904,5605,3603,603,7,2,5,206,18120
E01002086,Haringey 013B,1201,69,2405,1502,1808,1709,3201,16,5006,606,901,2702,604,4904,4504,5406,4906,9,106,5,2109,9,2,1702,703,1705,1905,3602,2401,9405,505,309,702,3402,5407,288500,2606,908,1105,104,908,2804,1205,901,1007,809,8004,7801,1304,805,4903,3907,904,107,0,6,205,23484
E01002088,Haringey 013C,705,7108,2101,1401,1808,1304,2808,25,6105,608,1304,1305,408,3805,4604,5306,4401,101,207,0,1801,1,2,2105,1202,2401,2406,1603,3301,9806,104,602,706,4406,4107,310000,2305,8,908,103,709,3403,1501,902,604,804,8503,8201,12,509,48,4202,608,2,1,7,309,26737
E01002089,Haringey 013D,1908,6409,406,14,703,2604,4101,1102,3208,507,408,5006,601,6702,4501,5409,5104,6,1,3,2809,4,3,905,806,106,403,8502,601,9907,3,9,203,306,9302,0,2906,1605,1502,101,907,1509,1109,1105,706,801,8403,7903,1302,706,6901,2801,206,2,0,3,202,16706
E01001967,Haringey 014A,309,6606,1706,2602,27,805,2703,1009,8207,705,4,302,206,1703,7702,2208,4202,1,1,508,202,7,3,3707,902,3509,3603,507,2106,9603,307,107,14,3703,47,626250,609,507,808,5,1109,6003,509,502,307,7,8903,90,702,208,2304,4808,2206,404,8,101,208,59951
E01001968,Haringey 014B,409,7106,1401,1903,2502,706,3309,14,7902,701,507,307,403,2008,6804,3106,42,6,101,308,303,8,4,3907,802,21,3102,805,3809,9707,203,2,1007,18,6903,465000,704,504,906,1,10,5904,702,405,406,608,8806,8705,806,309,3901,4302,15,206,1,8,307,49809
E01001996,Haringey 014C,504,6908,2404,2302,2409,609,3302,1107,8407,407,406,402,108,1503,73,27,4009,101,9,508,502,2,2,3805,701,1806,37,8,35,9705,205,304,1506,20,61,269000,902,601,1001,9,1106,5604,507,309,501,7,8709,8803,806,301,37,4403,1605,109,4,8,301,48129
E01001997,Haringey 014D,6,7802,1901,1508,2308,503,3809,1602,8302,508,505,206,208,1608,7007,2903,3702,101,4,309,207,103,4,4201,11,1501,2506,308,5405,9602,308,107,905,1007,7801,380000,504,502,806,4,909,6209,705,501,302,602,9006,8904,805,202,4703,3602,1308,201,7,7,401,48911
E01002075,Haringey 015A,1207,6908,3703,1401,1204,2809,2701,1705,4208,604,1101,3306,601,5702,4904,5006,5208,6,303,2,1902,6,2,1504,708,1204,2202,39,2305,9401,509,1008,1106,2904,4803,193000,2405,13,1203,7,1105,2302,1408,2208,505,606,8709,8302,1104,504,5408,3705,609,7,2,5,302,21303
E01002076,Haringey 015B,1006,6806,1009,1609,1502,2504,2305,1901,41,608,1402,3205,505,59,4409,5501,5403,204,303,4,1803,5,2,1202,804,1609,2404,2603,2906,9805,105,904,1306,5702,1909,210000,2208,1009,1106,1,1401,2208,1607,1407,601,806,8503,81,1207,603,5304,4001,506,9,0,5,3,21165
E01002078,Haringey 015C,1009,7009,2803,1407,1508,1802,3803,13,4403,706,904,3304,503,5507,4904,5006,52,6,101,6,1909,3,4,1704,707,808,2101,4503,22,98,2,301,303,10,8301,147000,2301,1109,1209,101,708,28,1503,9,709,708,8403,8004,12,706,5705,3604,503,7,1,5,309,22595
E01002080,Haringey 015D,809,7404,6209,1205,1609,1804,2209,2902,4008,605,2107,2707,304,5902,4204,5706,5201,2,308,4,1705,8,1,1503,802,2209,2301,1507,3403,9705,205,808,14,5409,2204,223000,1906,1001,1006,103,1006,2809,19,1508,7,605,8605,8101,1209,6,5205,3806,609,108,2,6,508,24959
E01002026,Haringey 016A,1502,6806,1108,1008,1107,2001,4203,15,4408,704,1101,3102,506,5502,4807,5103,4205,6,108,7,2606,2,3,1705,909,308,9,7006,1402,9902,8,6,405,1609,7205,226000,2703,1104,1006,6,11,2604,1206,901,1102,1104,7705,7303,1504,1104,6804,2801,3,4,1,4,7,19793
E01002029,Haringey 016B,801,7508,2305,1306,1309,1806,4005,1302,5202,608,12,2209,6,4708,4706,5204,4506,102,202,2,1803,5,4,2308,709,606,1104,4206,2305,9706,204,204,605,1207,7805,198000,1908,905,1006,103,1309,33,1109,1807,709,9,8301,7906,1302,702,6907,2602,306,4,0,3,7,23591
E01002030,Haringey 016C,807,7307,2709,1107,2007,1308,31,2208,5704,6,1302,1603,7,4206,4708,5202,4708,102,3,4,1502,1,4,23,809,1909,1708,1706,40,9709,201,604,907,3105,5204,361250,1704,707,1007,2,1002,4008,1103,909,607,705,8508,8101,1209,6,5506,3408,801,105,0,6,601,28385
E01002031,Haringey 016D,808,7702,14,1003,1803,1309,3108,2507,6008,408,15,1406,407,3902,3909,6001,4304,108,207,2,2006,1,6,2302,704,1501,1307,1703,5108,9601,309,502,703,2505,62,299000,1804,505,902,5,9,40,1704,1106,801,705,8405,8304,1007,509,6504,2803,504,9,0,4,703,25716
E01001991,Haringey 017A,308,6905,1205,1807,2002,903,4109,909,8104,609,508,403,107,1806,7402,2508,3809,102,7,502,307,1,6,4001,905,1306,2505,605,5305,9707,203,103,7,207,8809,392000,702,603,704,1,902,64,5,404,509,509,8802,8707,806,307,4302,4704,804,8,3,7,307,50791
E01001992,Haringey 017B,302,6309,4001,2602,2905,507,2903,904,8503,403,701,105,108,1407,7301,2609,3807,8,103,1402,202,1,9,3008,1101,3906,2702,403,28,9408,502,1206,3605,1303,3707,942500,604,407,1006,7,808,6302,505,407,4,6,8909,8905,803,202,2807,4402,1908,601,102,101,302,64155
E01001993,Haringey 017C,306,6001,2705,3608,2205,602,2508,807,8804,506,307,101,101,1106,80,20,39,2,7,1102,102,1,1,3903,802,4104,3406,707,1404,9801,109,407,2508,5501,1405,1079500,504,401,701,7,806,6908,401,401,402,508,90,8903,704,303,2308,4908,24,106,8,101,209,67526
E01001995,Haringey 017D,9,6406,4108,2503,18,2204,2209,1104,6701,904,801,12,304,3209,7204,2706,4509,8,108,304,907,5,6,2704,908,14,3403,3306,12,9808,102,403,1602,5302,2603,408000,18,1106,1305,101,804,4001,703,502,608,606,8606,8301,1102,507,2805,5508,1304,108,6,9,201,34826
E01001980,Haringey 018A,902,6904,1101,1605,1605,1707,29,2004,4309,603,1406,3007,405,5601,4506,5404,5108,104,108,5,1905,7,4,1505,805,1809,2507,1902,34,9102,808,5,909,4008,4403,242500,2102,1002,1002,102,805,29,1907,902,608,608,8604,82,1204,506,5005,4006,707,9,3,6,301,24453
E01001981,Haringey 018B,14,7105,907,1403,1401,1808,2605,2603,4204,709,1203,3009,605,5706,3909,6001,5003,106,202,8,17,8,5,1801,807,1608,2103,2108,3701,9306,604,702,1003,50,3206,220971,21,1105,1008,109,1002,2806,1601,1003,601,702,8607,8305,1101,505,5809,3409,503,5,3,5,504,24205
E01001982,Haringey 018C,908,7108,1002,1408,1405,1705,3107,2106,4709,509,908,33,304,5201,4505,5405,5204,107,108,5,1408,0,5,1901,903,1808,24,2106,3307,8505,1405,406,509,3609,5206,218250,1905,1003,11,102,906,3005,1708,804,702,708,85,8109,12,601,5608,3602,505,103,1,5,302,24698
