Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income,Population_Density
E01032772,Tower Hamlets 032C,2167,2627,280.00 
E01032773,Tower Hamlets 032D,4213,4277,7.00 
E01032774,Tower Hamlets 032E,2344,2800,2425.00 
E01004277,Tower Hamlets 033A,4780,4814,4128.00 
E01032771,Tower Hamlets 033B,2981,4335,3828.00 
E01032781,Tower Hamlets 033C,4576,4616,49.00 
E01032782,Tower Hamlets 033D,3650,3294,215.00 
E01004560,Wandsworth 001A,4735,3926,4512.00 
E01004566,Wandsworth 001B,4490,4539,474.00 
E01004582,Wandsworth 001C,4707,4452,1217.00 
E01004583,Wandsworth 001D,4258,4051,1541.00 
E01004562,Wandsworth 002B,2734,1953,4481.00 
E01004563,Wandsworth 002C,3311,1593,1625.00 
E01004564,Wandsworth 002D,4444,3532,3970.00 
E01004567,Wandsworth 002E,3505,1469,963.00 
E01033098,Wandsworth 002F,3331,3827,3687.00 
E01033100,Wandsworth 002G,2353,2096,829.00 
E01033132,Wandsworth 002H,2652,2765,3153.00 
E01004539,Wandsworth 003A,1943,968,1240.00 
E01004540,Wandsworth 003B,4203,2930,1304.00 
E01004577,Wandsworth 003C,4528,3807,860.00 
E01004584,Wandsworth 003D,1389,967,39.00 
E01004579,Wandsworth 004B,3725,4207,897.00 
E01004580,Wandsworth 004C,4552,3098,724.00 
E01004581,Wandsworth 004D,4356,3497,819.00 
E01033099,Wandsworth 004E,2260,3313,623.00 
E01033101,Wandsworth 004F,4140,4664,1077.00 
E01033133,Wandsworth 004G,3718,4136,80.00 
E01004565,Wandsworth 005A,4528,3628,369.00 
E01004590,Wandsworth 005B,3117,3034,1403.00 
E01004591,Wandsworth 005C,4406,3393,1029.00 
E01004592,Wandsworth 005D,3427,3259,484.00 
E01004604,Wandsworth 006A,4473,4807,3938.00 
E01004605,Wandsworth 006B,4329,4350,2281.00 
E01004606,Wandsworth 006C,4739,4700,663.00 
E01004607,Wandsworth 006D,4598,4724,1842.00 
E01004608,Wandsworth 006E,4630,4310,492.00 
E01004535,Wandsworth 007A,1276,340,216.00 
E01004537,Wandsworth 007B,2652,1160,906.00 
E01004538,Wandsworth 007C,3635,2418,814.00 
E01004541,Wandsworth 007D,2182,1576,467.00 
E01004534,Wandsworth 008A,4734,4442,3095.00 
E01004536,Wandsworth 008B,4473,2541,1546.00 
E01004552,Wandsworth 008C,4835,4545,685.00 
E01004585,Wandsworth 008D,4770,4373,1133.00 
E01004588,Wandsworth 008E,4811,4617,1826.00 
E01004554,Wandsworth 009A,4595,4743,4067.00 
E01004556,Wandsworth 009B,4331,4792,556.00 
E01004586,Wandsworth 009C,4806,4574,367.00 
E01004587,Wandsworth 009D,4729,4655,712.00 
E01004589,Wandsworth 009E,4726,4684,449.00 
E01004509,Wandsworth 010A,4831,4092,3984.00 
E01004511,Wandsworth 010B,4744,4651,1744.00 
E01004602,Wandsworth 010C,4617,4619,1291.00 
E01004609,Wandsworth 010E,4834,4613,2459.00 
E01033093,Wandsworth 010F,4666,4751,3256.00 
E01033135,Wandsworth 010G,3718,4715,575.00 
E01004506,Wandsworth 011A,4799,4558,2392.00 
E01004638,Wandsworth 011B,3983,4804,3240.00 
E01004639,Wandsworth 011C,4308,4115,2749.00 
E01004640,Wandsworth 011D,4719,4633,1811.00 
E01004641,Wandsworth 011E,3964,3525,2486.00 
E01004508,Wandsworth 012A,4808,4236,1281.00 
E01004510,Wandsworth 012B,4783,4282,1808.00 
E01004514,Wandsworth 012C,4650,4587,1769.00 
E01004515,Wandsworth 012D,4531,3688,642.00 
E01004551,Wandsworth 012E,4609,3315,2581.00 
E01004568,Wandsworth 013A,786,228,2823.00 
E01004574,Wandsworth 013B,618,144,2539.00 
E01004575,Wandsworth 013C,1708,1725,4351.00 
E01004576,Wandsworth 013D,1642,2136,4166.00 
E01004500,Wandsworth 014A,4601,4006,1687.00 
E01004501,Wandsworth 014B,4005,3542,1790.00 
E01004503,Wandsworth 014C,4373,4121,2332.00 
E01004505,Wandsworth 014D,4618,4386,2348.00 
E01004507,Wandsworth 014E,4777,4235,2085.00 
E01004553,Wandsworth 015A,4693,4489,2354.00 
E01004557,Wandsworth 015B,4306,4629,716.00 
E01004558,Wandsworth 015C,4435,4647,2763.00 
E01004559,Wandsworth 015D,3768,4752,2016.00 
E01004619,Wandsworth 015E,3773,4716,4330.00 
E01004572,Wandsworth 016A,3130,2979,4567.00 
E01004642,Wandsworth 016B,3130,2959,2671.00 
E01004643,Wandsworth 016C,4005,2709,2394.00 
E01004644,Wandsworth 016D,3760,3410,4008.00 
E01004645,Wandsworth 016E,3154,1664,1691.00 
E01004477,Wandsworth 017A,4462,4810,2449.00 
E01004478,Wandsworth 017B,4101,4802,463.00 
E01004479,Wandsworth 017C,4308,4728,1430.00 
E01004550,Wandsworth 017D,3725,4125,1424.00 
E01004555,Wandsworth 017E,4411,4793,1338.00 
E01004494,Wandsworth 018A,4010,3423,969.00 
E01004513,Wandsworth 018B,4015,2961,1588.00 
E01004600,Wandsworth 018C,3627,2009,1017.00 
E01004601,Wandsworth 018D,4612,3282,3526.00 
E01004493,Wandsworth 019A,4343,3658,1324.00 
E01004512,Wandsworth 019B,3838,4584,846.00 
E01004620,Wandsworth 019C,4036,4259,696.00 
E01004621,Wandsworth 019D,4170,4404,4144.00 
E01004623,Wandsworth 019E,4288,4468,1515.00 
E01004627,Wandsworth 019F,3991,4622,784.00 
E01004499,Wandsworth 020A,4562,4352,1332.00 
E01004502,Wandsworth 020B,4352,4621,1380.00 
E01004504,Wandsworth 020C,3874,4547,2719.00 
E01004594,Wandsworth 020D,4075,4599,1419.00 
E01004596,Wandsworth 020E,4175,4646,910.00 
E01004629,Wandsworth 020F,3683,4475,2980.00 
E01004472,Wandsworth 021A,4666,4568,1162.00 
E01004474,Wandsworth 021B,4792,3813,1495.00 
E01004476,Wandsworth 021C,4676,4018,2257.00 
E01004542,Wandsworth 021D,4432,4696,1174.00 
E01004544,Wandsworth 021E,4208,4676,605.00 
E01004628,Wandsworth 022A,4649,3346,2780.00 
E01004630,Wandsworth 022B,1786,1607,812.00 
E01004631,Wandsworth 022C,2652,2634,1741.00 
E01004633,Wandsworth 022D,1587,1937,298.00 
E01004569,Wandsworth 023A,3371,2477,3380.00 
E01004570,Wandsworth 023B,1040,264,900.00 
E01004571,Wandsworth 023C,1463,797,1007.00 
E01004573,Wandsworth 023D,2009,2479,4755.00 
E01004495,Wandsworth 024A,2467,2254,906.00 
E01004496,Wandsworth 024B,4798,4049,2011.00 
E01004497,Wandsworth 024C,2864,3571,1821.00 
E01004622,Wandsworth 024D,3529,3398,2398.00 
E01004624,Wandsworth 024E,3748,4021,4039.00 
E01004593,Wandsworth 025A,4550,3909,2607.00 
E01004595,Wandsworth 025B,4508,4206,2739.00 
E01004597,Wandsworth 025C,4382,4380,1330.00 
E01004598,Wandsworth 025D,4747,4434,1395.00 
E01004599,Wandsworth 025E,4087,4720,771.00 
E01004473,Wandsworth 026A,4647,4371,730.00 
E01004475,Wandsworth 026B,4203,4065,645.00 
E01004480,Wandsworth 026C,4761,4623,236.00 
E01004483,Wandsworth 026D,4804,3890,4188.00 
E01004484,Wandsworth 026E,4414,3933,3575.00 
E01004486,Wandsworth 026F,4426,3896,3201.00 
E01004543,Wandsworth 027A,4683,4692,2529.00 
E01004545,Wandsworth 027B,4768,4134,1477.00 
E01004546,Wandsworth 027C,4498,4602,424.00 
E01004549,Wandsworth 027D,4015,4096,1027.00 
E01004625,Wandsworth 027E,3491,4812,3025.00 
E01004626,Wandsworth 027F,4583,4611,4407.00 
E01004632,Wandsworth 028A,3441,3994,3281.00 
E01004634,Wandsworth 028B,3658,3543,1017.00 
E01004635,Wandsworth 028C,3787,3425,1767.00 
E01004636,Wandsworth 028D,3077,3586,1600.00 
E01004637,Wandsworth 028E,2926,3191,1369.00 
E01004481,Wandsworth 029A,4644,3694,605.00 
E01004488,Wandsworth 029B,3936,4116,702.00 
E01004547,Wandsworth 029C,3210,3850,852.00 
E01004548,Wandsworth 029D,4773,3412,1810.00 
E01004482,Wandsworth 030A,3922,3534,926.00 
E01004485,Wandsworth 030B,4426,3935,1600.00 
E01004487,Wandsworth 030C,4164,3829,658.00 
E01004489,Wandsworth 030D,3561,4281,2089.00 
E01004490,Wandsworth 031A,4133,4551,1090.00 
E01004491,Wandsworth 031B,4432,3022,1933.00 
E01004492,Wandsworth 031C,4063,3442,3274.00 
E01004498,Wandsworth 031D,4628,4295,807.00 
E01004532,Wandsworth 032A,3576,3269,400.00 
E01004611,Wandsworth 032B,3522,3176,1007.00 
E01004612,Wandsworth 032C,3136,2855,960.00 
E01004618,Wandsworth 032D,4010,4074,892.00 
E01004531,Wandsworth 033A,2932,2668,353.00 
E01004533,Wandsworth 033B,2286,2468,370.00 
E01004610,Wandsworth 033C,3268,2907,3373.00 
E01004613,Wandsworth 033D,2523,1411,570.00 
E01004614,Wandsworth 034A,4051,2411,1380.00 
E01004615,Wandsworth 034B,2057,1086,2027.00 
E01004616,Wandsworth 034C,4380,2498,663.00 
E01004617,Wandsworth 034D,3304,2058,4130.00 
E01004525,Wandsworth 035A,3696,2490,1321.00 
E01004526,Wandsworth 035B,3210,2703,625.00 
E01004527,Wandsworth 035C,3304,2964,567.00 
E01004528,Wandsworth 035D,2410,2288,1369.00 
E01004529,Wandsworth 035E,4389,3092,996.00 
E01004530,Wandsworth 035F,4161,3187,1246.00 
E01004516,Wandsworth 036A,3185,3843,2591.00 
E01004518,Wandsworth 036B,3582,3574,1077.00 
E01004519,Wandsworth 036C,2972,2911,1244.00 
E01004520,Wandsworth 036D,1587,2858,816.00 
E01004523,Wandsworth 036E,3161,3111,3494.00 
E01004517,Wandsworth 037A,3570,2825,1570.00 
E01004521,Wandsworth 037B,3561,2969,978.00 
E01004522,Wandsworth 037C,2758,2705,886.00 
E01004524,Wandsworth 037D,1957,1026,1183.00 
E01004647,Westminster 001A,3337,4625,2289.00 
E01004649,Westminster 001B,3829,4771,2293.00 
E01004724,Westminster 001C,4198,4394,265.00 
E01004730,Westminster 001D,4051,4731,4174.00 
E01004646,Westminster 002A,3607,4824,2607.00 
E01004648,Westminster 002B,4787,4601,2591.00 
E01004650,Westminster 002C,4722,4785,1998.00 
E01004710,Westminster 002D,1762,2233,1117.00 
E01004711,Westminster 002E,2674,2729,243.00 
E01004651,Westminster 003A,4788,4566,558.00 
E01004725,Westminster 003B,2844,3248,3235.00 
E01004726,Westminster 003C,4483,4672,2159.00 
E01004728,Westminster 003D,3622,3815,200.00 
E01004729,Westminster 003E,3285,3337,87.00 
E01004718,Westminster 004A,2985,3023,190.00 
E01004719,Westminster 004B,2485,2989,501.00 
E01004720,Westminster 004C,2313,2813,918.00 
E01004721,Westminster 004D,1715,2030,900.00 
E01004722,Westminster 004E,2113,1189,255.00 
E01004674,Westminster 005A,2467,2285,374.00 
E01004675,Westminster 005B,4010,2652,400.00 
E01004677,Westminster 005C,3790,3413,160.00 
E01004678,Westminster 005D,3688,3287,358.00 
E01004679,Westminster 005E,3387,2741,213.00 
E01004723,Westminster 005F,3744,2901,495.00 
E01004676,Westminster 006A,3582,3512,296.00 
E01004706,Westminster 006B,4695,4748,1324.00 
E01004707,Westminster 006C,4756,4775,1127.00 
E01004708,Westminster 006D,3917,3680,274.00 
E01004756,Westminster 006E,4104,3524,77.00 
E01004701,Westminster 007A,4503,4744,242.00 
E01004703,Westminster 007B,4803,4760,2490.00 
E01004705,Westminster 007D,4347,4801,139.00 
E01004709,Westminster 007E,3725,3798,387.00 
E01033600,Westminster 007F,3790,4707,105.00 
E01033608,Westminster 007G,4156,4554,43.00 
E01004659,Westminster 008A,4717,4280,822.00 
E01004660,Westminster 008B,4618,4719,137.00 
E01004712,Westminster 008C,4560,4703,567.00 
E01004727,Westminster 008D,4790,4729,4690.00 
E01004670,Westminster 009A,1436,192,308.00 
E01004702,Westminster 009E,3268,1536,1777.00 
E01033598,Westminster 009F,408,1223,44.00 
E01033601,Westminster 009G,1106,1803,49.00 
E01033602,Westminster 009H,550,1133,65.00 
E01033603,Westminster 009I,2492,3135,34.00 
E01033604,Westminster 009J,1040,1850,168.00 
E01033605,Westminster 009K,2066,1249,188.00 
E01004754,Westminster 010A,895,1290,306.00 
E01004755,Westminster 010B,3936,3101,843.00 
E01004757,Westminster 010C,1515,1893,1024.00 
E01032512,Westminster 010F,2559,1695,1842.00 
E01032513,Westminster 010G,981,2044,45.00 
E01004713,Westminster 011A,4784,4826,1957.00 
E01004714,Westminster 011B,4809,4727,3763.00 
E01004716,Westminster 011C,4284,4808,2043.00 
E01004717,Westminster 011D,4631,4683,541.00 
E01004762,Westminster 011E,4572,4773,3419.00 
E01004657,Westminster 012A,4288,4778,1035.00 
E01004658,Westminster 012B,3601,3635,592.00 
E01004661,Westminster 012C,4478,3869,1191.00 
E01004662,Westminster 012D,4755,4639,394.00 
E01004663,Westminster 012E,4265,4591,442.00 
E01004715,Westminster 013A,4267,3748,753.00 
E01004763,Westminster 013B,4807,4403,3428.00 
E01004765,Westminster 013D,4711,4504,3189.00 
E01033595,Westminster 013E,3392,4525,4304.00 
E01033596,Westminster 013F,2874,3911,707.00 
E01004653,Westminster 014A,4688,4776,410.00 
E01004654,Westminster 014B,4833,4636,916.00 
E01004656,Westminster 014D,4743,3846,1562.00 
E01004760,Westminster 014E,3378,3489,164.00 
E01033606,Westminster 014F,3161,4189,3.00 
E01033607,Westminster 014G,3072,4300,312.00 
E01004680,Westminster 015A,4203,4768,817.00 
E01004683,Westminster 015B,4432,4822,1144.00 
E01004684,Westminster 015C,2674,3678,251.00 
E01004686,Westminster 015E,3185,3179,102.00 
E01033593,Westminster 015F,2066,3458,438.00 
E01033594,Westminster 015G,3111,3667,2536.00 
E01004681,Westminster 016A,4815,4456,1994.00 
E01004682,Westminster 016B,4639,4414,449.00 
E01004694,Westminster 016C,4731,4659,599.00 
E01004697,Westminster 016D,4389,4348,55.00 
E01004700,Westminster 016E,4705,4582,63.00 
E01004652,Westminster 017A,4713,3881,27.00 
E01004693,Westminster 017B,4164,4789,287.00 
E01004695,Westminster 017C,3941,4214,60.00 
E01004696,Westminster 017D,2725,2455,126.00 
E01004698,Westminster 017E,4406,4374,451.00 
E01004699,Westminster 017F,4826,4435,878.00 
E01004734,Westminster 018A,4449,3851,3659.00 
E01004735,Westminster 018B,4251,4085,4246.00 
E01004736,Westminster 018C,4464,4816,4701.00 
E01004761,Westminster 018D,4722,4820,4323.00 
E01004687,Westminster 019A,4236,4835,2152.00 
E01004688,Westminster 019B,2946,4805,4547.00 
E01004689,Westminster 019C,2774,4832,4765.00 
E01004690,Westminster 019D,3469,4833,2906.00 
E01004691,Westminster 019E,3865,4827,3814.00 
E01004692,Westminster 019F,3922,4830,1555.00 
E01004731,Westminster 020A,4699,4757,4495.00 
E01004732,Westminster 020B,1587,2906,148.00 
E01004733,Westminster 020C,4695,4735,4179.00 
E01004744,Westminster 020D,2741,4111,716.00 
E01004748,Westminster 020E,4335,4803,368.00 
E01004740,Westminster 021A,2844,2991,31.00 
E01004743,Westminster 021B,2936,3769,32.00 
E01004745,Westminster 021C,4741,4408,2387.00 
E01004746,Westminster 021D,2615,2963,15.00 
E01004747,Westminster 021E,4775,4279,719.00 
E01004742,Westminster 022A,4456,4726,26.00 
E01004749,Westminster 022B,4825,4597,1287.00 
E01004751,Westminster 022C,4765,4753,324.00 
E01004752,Westminster 022D,4096,3848,11.00 
E01004753,Westminster 022E,4699,4577,76.00 
E01004666,Westminster 023B,1925,3695,343.00 
E01004667,Westminster 023C,2725,3467,1167.00 
E01004668,Westminster 023D,2860,3690,51.00 
E01004750,Westminster 023E,3976,3920,3095.00 
E01033597,Westminster 023F,1990,3686,70.00 
E01033599,Westminster 023G,1536,2299,123.00 
E01004665,Westminster 024A,806,819,28.00 
E01004669,Westminster 024B,2173,2493,163.00 
E01004737,Westminster 024C,2467,4393,265.00 
E01004738,Westminster 024D,4096,4734,434.00 
E01004739,Westminster 024E,4363,4635,4.00 
E01004741,Westminster 024F,2932,3729,61.00 
E01000027,Barking and Dagenham 001A,83,760,4739.00 
E01000028,Barking and Dagenham 001B,355,538,1420.00 
E01000029,Barking and Dagenham 001C,689,2582,3097.00 
E01000030,Barking and Dagenham 001D,355,336,3371.00 
E01000031,Barking and Dagenham 002A,1040,3119,4597.00 
E01000032,Barking and Dagenham 002B,465,2222,3940.00 
E01000110,Barking and Dagenham 002C,875,3506,2281.00 
E01000111,Barking and Dagenham 002D,762,1295,3455.00 
E01000112,Barking and Dagenham 002E,1474,2297,3286.00 
E01000113,Barking and Dagenham 002F,1226,2488,1616.00 
E01000034,Barking and Dagenham 003A,40,1688,4306.00 
E01000037,Barking and Dagenham 003B,618,3521,2863.00 
E01000038,Barking and Dagenham 003C,83,3026,2595.00 
E01000039,Barking and Dagenham 003D,779,2829,4746.00 
E01000063,Barking and Dagenham 004A,79,900,2089.00 
E01000100,Barking and Dagenham 004B,148,932,2559.00 
E01000101,Barking and Dagenham 004C,222,744,1772.00 
E01000109,Barking and Dagenham 004D,434,2135,3939.00 
E01000114,Barking and Dagenham 004E,883,2062,3094.00 
E01000033,Barking and Dagenham 006A,13,481,1446.00 
E01000060,Barking and Dagenham 006B,465,820,4376.00 
E01000061,Barking and Dagenham 006C,186,26,4446.00 
E01000062,Barking and Dagenham 006D,779,1315,2688.00 
E01000064,Barking and Dagenham 006E,550,910,2515.00 
E01000065,Barking and Dagenham 007A,355,686,2865.00 
E01000078,Barking and Dagenham 007B,121,484,1994.00 
E01000080,Barking and Dagenham 007C,96,761,2832.00 
E01000081,Barking and Dagenham 007D,132,1010,2161.00 
E01000082,Barking and Dagenham 007E,108,1023,1725.00 
E01000083,Barking and Dagenham 007F,169,765,2059.00 
E01000102,Barking and Dagenham 007G,254,1105,3058.00 
E01000021,Barking and Dagenham 008A,658,531,1870.00 
E01000022,Barking and Dagenham 008B,79,1505,1113.00 
E01000023,Barking and Dagenham 008C,526,1163,2479.00 
E01000024,Barking and Dagenham 008D,65,1042,1120.00 
E01000025,Barking and Dagenham 008E,148,1184,1604.00 
E01000077,Barking and Dagenham 008F,57,653,1954.00 
E01000015,Barking and Dagenham 009A,755,659,3314.00 
E01000016,Barking and Dagenham 009B,71,1088,2342.00 
E01000017,Barking and Dagenham 009C,382,852,1687.00 
E01000018,Barking and Dagenham 009D,153,1136,1954.00 
E01000079,Barking and Dagenham 009E,186,786,3560.00 
E01000035,Barking and Dagenham 010A,581,1767,4024.00 
E01000036,Barking and Dagenham 010B,423,2589,4097.00 
E01000107,Barking and Dagenham 010C,156,2001,4346.00 
E01000108,Barking and Dagenham 010D,434,1786,2954.00 
E01000066,Barking and Dagenham 011A,1062,2636,2992.00 
E01000067,Barking and Dagenham 011B,1436,3054,2259.00 
E01000069,Barking and Dagenham 011C,1106,3707,2368.00 
E01000070,Barking and Dagenham 011D,1857,3462,4003.00 
E01000071,Barking and Dagenham 011E,2545,2927,3210.00 
E01000057,Barking and Dagenham 012A,308,1005,1490.00 
E01000073,Barking and Dagenham 012B,174,1004,3350.00 
E01000074,Barking and Dagenham 012C,112,896,1775.00 
E01000075,Barking and Dagenham 012D,163,1178,4318.00 
E01000076,Barking and Dagenham 012E,290,612,2227.00 
E01000013,Barking and Dagenham 013A,230,913,2490.00 
E01000014,Barking and Dagenham 013B,88,816,3772.00 
E01000059,Barking and Dagenham 013C,129,961,2500.00 
E01000084,Barking and Dagenham 013D,57,810,1527.00 
E01000085,Barking and Dagenham 013E,156,412,1446.00 
E01000086,Barking and Dagenham 013F,161,1192,1338.00 
E01000103,Barking and Dagenham 014A,550,525,4519.00 
E01000104,Barking and Dagenham 014B,106,380,2676.00 
E01000105,Barking and Dagenham 014C,721,375,2683.00 
E01000106,Barking and Dagenham 014D,833,363,2664.00 
E01000007,Barking and Dagenham 015A,1303,519,2360.00 
E01000008,Barking and Dagenham 015B,514,224,2289.00 
E01000010,Barking and Dagenham 015C,4666,1781,3831.00 
E01000012,Barking and Dagenham 015D,2203,881,1315.00 
E01000006,Barking and Dagenham 016A,2130,2937,1471.00 
E01000009,Barking and Dagenham 016B,2758,1941,1108.00 
E01000011,Barking and Dagenham 016C,1612,996,427.00 
E01000044,Barking and Dagenham 016D,1106,1441,1894.00 
E01000068,Barking and Dagenham 016E,1226,3300,3761.00 
E01000041,Barking and Dagenham 017A,208,1164,1591.00 
E01000042,Barking and Dagenham 017B,566,500,2828.00 
E01000045,Barking and Dagenham 017C,594,1323,3471.00 
E01000046,Barking and Dagenham 017D,234,969,1637.00 
E01000072,Barking and Dagenham 017E,382,350,4324.00 
E01000054,Barking and Dagenham 018A,222,1170,1911.00 
E01000055,Barking and Dagenham 018B,249,1237,1463.00 
E01000056,Barking and Dagenham 018C,112,965,2973.00 
E01000058,Barking and Dagenham 018D,856,1199,2108.00 
E01000095,Barking and Dagenham 018E,901,2377,4782.00 
E01000040,Barking and Dagenham 019A,451,861,1898.00 
E01000043,Barking and Dagenham 019B,132,1063,3173.00 
E01000050,Barking and Dagenham 019C,1090,772,1287.00 
E01000052,Barking and Dagenham 019D,1515,917,2355.00 
E01000092,Barking and Dagenham 019E,2823,1821,4790.00 
E01000053,Barking and Dagenham 020A,344,745,2082.00 
E01000087,Barking and Dagenham 020B,65,825,3924.00 
E01000088,Barking and Dagenham 020C,923,1859,2763.00 
E01000089,Barking and Dagenham 020D,550,1250,1451.00 
E01000090,Barking and Dagenham 020E,584,1703,4768.00 
E01000048,Barking and Dagenham 021B,283,19,114.00 
E01000049,Barking and Dagenham 021C,443,168,2567.00 
E01000051,Barking and Dagenham 021D,846,15,126.00 
E01033587,Barking and Dagenham 021E,1786,662,3164.00 
E01033588,Barking and Dagenham 021F,1028,583,1324.00 
E01000091,Barking and Dagenham 022A,200,170,3007.00 
E01000093,Barking and Dagenham 022B,234,243,3429.00 
E01000094,Barking and Dagenham 022C,1340,2080,4438.00 
E01000096,Barking and Dagenham 022D,465,130,4437.00 
E01000019,Barking and Dagenham 023A,203,1123,2134.00 
E01000020,Barking and Dagenham 023B,755,1167,2177.00 
E01000097,Barking and Dagenham 023C,329,972,2048.00 
E01000098,Barking and Dagenham 023D,285,782,1986.00 
E01000099,Barking and Dagenham 023E,366,1410,3562.00 
E01032580,Barking and Dagenham 023F,285,863,1108.00 
E01000248,Barnet 001A,3459,3709,3213.00 
